lineId,name,team,position,situation,games_played,icetime,xGoalsPercentage,corsiPercentage,fenwickPercentage,goalsFor,goalsAgainst,player_id
84788828482730,Gavrikov-Clarke,LAK,pairing,5on5,15,4820.0,0.59,0.56,0.6,2.0,6.0,8478882
847954384810938483549,Pezzetta-Condotta-Harvey-Pinard,MTL,line,5on5,3,1027.0,0.46,0.32,0.32,1.0,0.0,8479543
847682684779558480009,Gourde-Mccann-Tolvanen,SEA,line,5on5,10,3743.0,0.34,0.46,0.44,2.0,2.0,8476826
847585584779628480829,Lemieux-Kotkaniemi-Fast,CAR,line,5on5,7,2163.0,0.51,0.68,0.65,1.0,1.0,8475855
84800738482245,Brannstrom-Zub,OTT,pairing,5on5,49,5763.0,0.58,0.56,0.58,3.0,6.0,8480073
847646884784448478463,Beauvillier-Miller-Boeser,VAN,line,5on5,13,1883.0,0.48,0.46,0.5,1.0,1.0,8476468
847518484764598477380,Kreider-Zibanejad-Brodzinski,NYR,line,5on5,10,1559.0,0.27,0.41,0.46,1.0,4.0,8475184
847516984770158480802,Kane-Mcleod-Brown,EDM,line,5on5,21,2366.0,0.54,0.55,0.51,1.0,1.0,8475169
84785078482684,Hughes-Marino,NJD,pairing,5on5,64,24308.0,0.51,0.53,0.51,14.0,14.0,8478507
84759068476853,Rielly-Klingberg,TOR,pairing,5on5,13,2612.0,0.39,0.5,0.48,1.0,1.0,8475906
848002884807978482159,Farabee-Frost-Foerster,PHI,line,5on5,20,1215.0,0.62,0.62,0.7,1.0,1.0,8480028
847644884780208481604,Dorofeyev-Karlsson-Amadio,VGK,line,5on5,17,7043.0,0.49,0.53,0.55,9.0,5.0,8476448
84811788482142,Zamula-Drysdale,PHI,pairing,5on5,11,1311.0,0.76,0.72,0.75,0.0,0.0,8481178
847939384801448482720,Knies-Kampf-Gregor,TOR,line,5on5,15,1517.0,0.4,0.41,0.4,0.0,2.0,8479393
847169984795258481186,Cogliano-Colton-O'Connor,COL,line,5on5,19,920.0,0.33,0.45,0.52,0.0,1.0,8471699
847750084781158478445,Engvall-Horvat-Barzal,NYI,line,5on5,31,1429.0,0.74,0.6,0.58,2.0,0.0,8477500
847516484775278483570,Johnston-Meyers-Silfverberg,ANA,line,5on5,4,1051.0,0.58,0.55,0.47,1.0,0.0,8475164
847749684810688482074,Sharangovich-Lindholm-Zary,CGY,line,5on5,16,915.0,0.64,0.36,0.42,1.0,1.0,8477496
84808078482671,Power-Samuelsson,BUF,pairing,5on5,33,5973.0,0.58,0.53,0.53,5.0,1.0,8480807
84746188481059,Perunovich-Scandella,STL,pairing,5on5,35,15831.0,0.4,0.46,0.46,11.0,8.0,8474618
84773848478408,Dermott-Brown,ARI,pairing,5on5,19,10280.0,0.46,0.41,0.4,7.0,9.0,8477384
84810308481206,Ludvig-St. Ivany,PIT,pairing,5on5,3,1660.0,0.42,0.48,0.41,2.0,2.0,8481030
847488484821338482667,Eklund-Bordeleau-Hoffman,SJS,line,5on5,2,851.0,0.24,0.29,0.31,1.0,0.0,8474884
84741668479980,Hague-Martinez,VGK,pairing,5on5,33,4097.0,0.36,0.32,0.34,4.0,4.0,8474166
847572684815598482125,Hughes-Toffoli-Holtz,NJD,line,5on5,15,1701.0,0.62,0.64,0.64,1.0,1.0,8475726
847639384779358478542,Cousins-Bennett-Rodrigues,FLA,line,5on5,14,832.0,0.39,0.42,0.4,0.0,0.0,8476393
847516884757948478975,Marchment-Seguin-Duchene,DAL,line,5on5,64,39783.0,0.51,0.49,0.49,42.0,21.0,8475168
84740908480860,Smith-Bahl,NJD,pairing,5on5,42,14537.0,0.54,0.5,0.51,11.0,14.0,8474090
84768568478416,Cernak-Dumba,TBL,pairing,5on5,8,3512.0,0.35,0.39,0.37,0.0,3.0,8476856
847643884768978477953,Saad-Sundqvist-Kapanen,STL,line,5on5,15,3412.0,0.4,0.44,0.44,2.0,3.0,8476438
847514984756928478493,Johansson-Eriksson Ek-Zuccarello,MIN,line,5on5,20,1068.0,0.41,0.52,0.51,0.0,0.0,8475149
847692584785088482146,Trenin-Sissons-Evangelista,NSH,line,5on5,20,952.0,0.64,0.62,0.61,2.0,1.0,8476925
84764738482192,Phillips-Murphy,CHI,pairing,5on5,18,6817.0,0.35,0.46,0.48,2.0,6.0,8476473
84793458482105,Sanderson-Chychrun,OTT,pairing,5on5,66,8483.0,0.64,0.59,0.61,4.0,5.0,8479345
847747984775038481582,Bertuzzi-Domi-Robertson,TOR,line,5on5,11,1443.0,0.52,0.51,0.54,0.0,0.0,8477479
847745684793378482078,Raymond-Compher-Debrincat,DET,line,5on5,32,3950.0,0.42,0.4,0.43,4.0,1.0,8477456
847637484768678480074,Texier-Kuraly-Gaunce,CBJ,line,5on5,3,1266.0,0.36,0.44,0.46,2.0,1.0,8476374
847516884789758479351,Marchment-Duchene-Steel,DAL,line,5on5,8,3307.0,0.54,0.51,0.5,0.0,3.0,8475168
847692584807488481704,Sherwood-Sissons-Parssinen,NSH,line,5on5,7,1117.0,0.6,0.61,0.57,0.0,0.0,8476925
84799838480834,Ferraro-Emberson,SJS,pairing,5on5,28,18703.0,0.48,0.44,0.45,11.0,12.0,8479983
847516484758428480870,Groulx-Carrick-Silfverberg,ANA,line,5on5,7,950.0,0.18,0.32,0.27,0.0,0.0,8475164
847742584784208479525,Wood-Colton-Rantanen,COL,line,5on5,19,827.0,0.31,0.29,0.31,0.0,1.0,8477425
84745748477369,Soucy-Myers,VAN,pairing,5on5,36,23003.0,0.47,0.47,0.48,13.0,12.0,8474574
84751798478859,Kulikov-Mikkola,FLA,pairing,5on5,66,20963.0,0.54,0.53,0.52,14.0,13.0,8475179
847749384785428482713,Rodrigues-Barkov-Samoskevich,FLA,line,5on5,4,1243.0,0.48,0.49,0.53,0.0,0.0,8477493
847516684779398482720,Knies-Tavares-Nylander,TOR,line,5on5,35,4515.0,0.38,0.42,0.4,2.0,5.0,8475166
847121584751918479423,Nylander-Malkin-Smith,PIT,line,5on5,3,1839.0,0.48,0.48,0.42,0.0,1.0,8471215
847516984757868476454,Kane-Nugent-Hopkins-Hyman,EDM,line,5on5,22,4984.0,0.6,0.52,0.54,5.0,4.0,8475169
847793984793188482720,Knies-Matthews-Nylander,TOR,line,5on5,29,7069.0,0.62,0.53,0.55,6.0,5.0,8477939
847645684774968481068,Sharangovich-Lindholm-Huberdeau,CGY,line,5on5,23,8631.0,0.47,0.51,0.51,6.0,10.0,8476456
847647484780478480829,Bunting-Kotkaniemi-Noesen,CAR,line,5on5,13,1929.0,0.46,0.51,0.51,1.0,2.0,8476474
84757908480871,Boqvist-Gudbranson,CBJ,pairing,5on5,18,919.0,0.55,0.35,0.4,0.0,3.0,8475790
847517084802818482089,Neighbours-Schenn-Toropchenko,STL,line,5on5,17,992.0,0.31,0.2,0.22,1.0,1.0,8475170
84784308482624,Kylington-Miromanov,CGY,pairing,5on5,17,1129.0,0.7,0.62,0.61,0.0,1.0,8478430
847517284764568479346,Huberdeau-Kadri-Dube,CGY,line,5on5,6,813.0,0.39,0.39,0.41,0.0,4.0,8475172
84780388484258,Toews-Malinski,COL,pairing,5on5,18,1413.0,0.81,0.65,0.65,1.0,0.0,8478038
84808078480839,Dahlin-Samuelsson,BUF,pairing,5on5,40,26371.0,0.5,0.51,0.52,12.0,21.0,8480807
84818068483466,Korchinski-Crevier,CHI,pairing,5on5,16,3042.0,0.28,0.35,0.35,0.0,0.0,8481806
84757538476892,Parayko-Faulk,STL,pairing,5on5,48,2705.0,0.46,0.45,0.41,1.0,5.0,8475753
84745678476463,Brodin-Bogosian,MIN,pairing,5on5,39,21776.0,0.55,0.53,0.54,19.0,7.0,8474567
847514984774518481557,Boldy-Hartman-Johansson,MIN,line,5on5,20,1555.0,0.67,0.55,0.62,3.0,1.0,8475149
84800358480839,Dahlin-Jokiharju,BUF,pairing,5on5,68,29837.0,0.55,0.55,0.57,14.0,12.0,8480035
847519384774258479525,Tatar-Colton-Wood,COL,line,5on5,9,1820.0,0.21,0.34,0.37,0.0,2.0,8475193
84746188482516,Scandella-Kessel,STL,pairing,5on5,20,2707.0,0.31,0.45,0.44,0.0,0.0,8474618
847845884802058482705,Sillinger-Roslovic-Bemstrom,CBJ,line,5on5,2,634.0,0.54,0.68,0.67,0.0,0.0,8478458
848001884815408483515,Slafkovsky-Suzuki-Caufield,MTL,line,5on5,64,45044.0,0.52,0.51,0.52,40.0,34.0,8480018
84808848482094,Hunt-Addison,MIN,pairing,5on5,2,906.0,0.15,0.37,0.33,0.0,0.0,8480884
84763728477499,Seeler-Ristolainen,PHI,pairing,5on5,19,4093.0,0.52,0.51,0.57,4.0,2.0,8476372
84756908480036,Heiskanen-Tanev,DAL,pairing,5on5,15,1114.0,0.42,0.43,0.45,1.0,2.0,8475690
847686784802928482744,Malatesta-Gaunce-Meyer,CBJ,line,5on5,6,771.0,0.66,0.67,0.59,1.0,0.0,8476867
84716868477948,Sanheim-Staal,PHI,pairing,5on5,26,3208.0,0.53,0.55,0.59,5.0,1.0,8471686
847169984780288481186,Cogliano-Olofsson-O'Connor,COL,line,5on5,25,3554.0,0.56,0.65,0.61,2.0,1.0,8471699
847798784793908482172,Slaggert-Donato-Raddysh,CHI,line,5on5,3,1015.0,0.34,0.5,0.42,1.0,0.0,8477987
847688284784278480039,Teravainen-Aho-Necas,CAR,line,5on5,14,1737.0,0.41,0.51,0.5,2.0,1.0,8476882
84764678478407,Oleksiak-Dunn,SEA,pairing,5on5,41,2213.0,0.53,0.56,0.59,2.0,1.0,8476467
847698184800188481618,Newhook-Suzuki-Anderson,MTL,line,5on5,10,3454.0,0.44,0.44,0.41,4.0,2.0,8476981
847644884810328481604,Dorofeyev-Karlsson-Cotter,VGK,line,5on5,7,2649.0,0.54,0.46,0.47,2.0,2.0,8476448
847747884784348478462,Carrier-Roy-Kolesar,VGK,line,5on5,23,9909.0,0.66,0.58,0.59,5.0,3.0,8477478
847906684801858482113,Lomberg-Lundell-Luostarinen,FLA,line,5on5,21,3643.0,0.43,0.52,0.52,1.0,0.0,8479066
847591384764488476905,Stephenson-Karlsson-Stone,VGK,line,5on5,9,1422.0,0.74,0.6,0.62,2.0,0.0,8475913
847645384780108479718,Barr-Boulet-Point-Kucherov,TBL,line,5on5,13,4643.0,0.56,0.55,0.54,4.0,3.0,8476453
847414184774298479337,Kane-Copp-Debrincat,DET,line,5on5,13,1809.0,0.53,0.56,0.54,2.0,0.0,8474141
847571484775038480995,Jarnkrok-Domi-Holmberg,TOR,line,5on5,5,1953.0,0.71,0.62,0.58,3.0,1.0,8475714
847415784784408482148,Pacioretty-Lapierre-Strome,WSH,line,5on5,5,1160.0,0.31,0.46,0.42,0.0,0.0,8474157
84799808481527,Hague-Korczak,VGK,pairing,5on5,18,4373.0,0.48,0.44,0.4,3.0,2.0,8479980
847060484741898478424,Harkins-Eller-Carter,PIT,line,5on5,17,1382.0,0.29,0.41,0.4,0.0,0.0,8470604
848001884810938481540,Harvey-Pinard-Suzuki-Caufield,MTL,line,5on5,14,3704.0,0.49,0.54,0.53,3.0,1.0,8480018
84751798484304,Kulikov-Balinskis,FLA,pairing,5on5,12,1852.0,0.73,0.71,0.67,0.0,0.0,8475179
847569284784938478864,Kaprizov-Eriksson Ek-Zuccarello,MIN,line,5on5,34,1558.0,0.62,0.53,0.56,2.0,0.0,8475692
847464184751648479368,Jones-Henrique-Silfverberg,ANA,line,5on5,14,5676.0,0.56,0.58,0.55,4.0,3.0,8474641
847639284788918480113,Iafallo-Lowry-Appleton,WPG,line,5on5,7,1633.0,0.36,0.49,0.53,1.0,1.0,8476392
84793238482073,Fox-Schneider,NYR,pairing,5on5,48,2038.0,0.66,0.49,0.52,1.0,2.0,8479323
847749684782338480008,Mangiapane-Lindholm-Ruzicka,CGY,line,5on5,4,806.0,0.59,0.42,0.46,0.0,0.0,8477496
84811678482470,Solovyov-Pachal,CGY,pairing,5on5,4,2592.0,0.41,0.4,0.41,1.0,0.0,8481167
84793988481524,Girard-Byram,COL,pairing,5on5,33,13968.0,0.56,0.57,0.58,10.0,11.0,8479398
848099584815828482259,Robertson-Holmberg-Mcmann,TOR,line,5on5,5,1397.0,0.64,0.52,0.72,1.0,0.0,8480995
847405384748848480188,Zetterlund-Couture-Hoffman,SJS,line,5on5,5,1151.0,0.5,0.47,0.46,0.0,0.0,8474053
847353384768828476921,Martinook-Staal-Teravainen,CAR,line,5on5,19,2267.0,0.74,0.63,0.69,1.0,1.0,8473533
847750884794158482125,Lazar-Mcleod-Holtz,NJD,line,5on5,10,3043.0,0.55,0.49,0.48,8.0,1.0,8477508
847858584804688481534,Ryan-Hamblin-Lavoie,EDM,line,5on5,3,783.0,0.16,0.43,0.29,0.0,0.0,8478585
847634684764328481716,Voronkov-Jenner-Gaudreau,CBJ,line,5on5,3,868.0,0.51,0.54,0.47,0.0,1.0,8476346
847458684757688482665,Schwartz-Beniers-Eberle,SEA,line,5on5,29,1384.0,0.43,0.47,0.43,0.0,2.0,8474586
847410284774298477456,Compher-Copp-Perron,DET,line,5on5,16,3917.0,0.36,0.4,0.4,5.0,4.0,8474102
847802084793538481032,Cotter-Howden-Amadio,VGK,line,5on5,14,1541.0,0.45,0.43,0.37,2.0,1.0,8478020
847403784808808481556,Van Riemsdyk-Beecher-Lauko,BOS,line,5on5,7,1216.0,0.07,0.31,0.24,0.0,1.0,8474037
847701584774068477934,Janmark-Draisaitl-Brown,EDM,line,5on5,14,603.0,0.48,0.59,0.55,0.0,0.0,8477015
847585584780478480829,Bunting-Kotkaniemi-Fast,CAR,line,5on5,10,914.0,0.22,0.47,0.43,0.0,1.0,8475855
847999284808138482078,Raymond-Veleno-Rasmussen,DET,line,5on5,13,795.0,0.24,0.21,0.2,1.0,0.0,8479992
84769028477810,Lindell-Hanley,DAL,pairing,5on5,16,817.0,0.72,0.54,0.6,2.0,1.0,8476902
84706138475200,Orlov-Burns,CAR,pairing,5on5,43,1503.0,0.43,0.52,0.42,2.0,1.0,8470613
847169884741578478440,Pacioretty-Strome-Oshie,WSH,line,5on5,12,3301.0,0.57,0.5,0.55,2.0,4.0,8471698
84810068482516,Tucker-Kessel,STL,pairing,5on5,8,964.0,0.08,0.41,0.36,0.0,2.0,8481006
847747384793168482222,Barabanov-Kunin-Bailey,SJS,line,5on5,5,2077.0,0.3,0.4,0.36,1.0,2.0,8477473
847940084815328482155,Turcotte-Dubois-Laferriere,LAK,line,5on5,6,1168.0,0.59,0.52,0.55,2.0,0.0,8479400
847345384794008481481,Lewis-Dubois-Lizotte,LAK,line,5on5,11,825.0,0.67,0.66,0.64,1.0,0.0,8473453
847634684764328480074,Gaudreau-Jenner-Texier,CBJ,line,5on5,4,834.0,0.55,0.57,0.59,0.0,0.0,8476346
847528784794158482125,Haula-Mcleod-Holtz,NJD,line,5on5,5,735.0,0.95,0.76,0.78,2.0,0.0,8475287
847629284794078479415,Palat-Mcleod-Bratt,NJD,line,5on5,10,2418.0,0.6,0.57,0.59,2.0,0.0,8476292
84800358482671,Power-Jokiharju,BUF,pairing,5on5,67,30044.0,0.42,0.45,0.44,30.0,24.0,8480035
847691984775088478051,Willman-Lazar-Tierney,NJD,line,5on5,7,1102.0,0.3,0.24,0.14,1.0,0.0,8476919
847749284774948477501,Drouin-Mackinnon-Nichushkin,COL,line,5on5,13,847.0,0.77,0.64,0.64,0.0,0.0,8477492
847750384793938481582,Robertson-Domi-Gregor,TOR,line,5on5,12,1995.0,0.66,0.51,0.52,1.0,2.0,8477503
847353384780478482093,Bunting-Staal-Jarvis,CAR,line,5on5,11,671.0,0.24,0.44,0.43,0.0,2.0,8473533
847079484739948478449,Benn-Pavelski-Hintz,DAL,line,5on5,14,1795.0,0.51,0.47,0.41,2.0,0.0,8470794
847645684782118481068,Hunt-Sharangovich-Huberdeau,CGY,line,5on5,8,2907.0,0.32,0.47,0.51,3.0,1.0,8476456
84802468482929,Lilleberg-Perbix,TBL,pairing,5on5,31,14047.0,0.43,0.54,0.54,6.0,13.0,8480246
84801848481605,Lacombe-Lindstrom,ANA,pairing,5on5,16,5377.0,0.59,0.48,0.5,7.0,1.0,8480184
847576684768228484325,Watson-Glendening-Merela,TBL,line,5on5,7,2181.0,0.23,0.27,0.27,0.0,0.0,8475766
847747984779398479318,Bertuzzi-Matthews-Nylander,TOR,line,5on5,34,1837.0,0.57,0.55,0.58,3.0,2.0,8477479
84815428482762,Edvinsson-Seider,DET,pairing,5on5,11,749.0,0.32,0.41,0.42,0.0,0.0,8481542
847646984781338479543,Pezzetta-Evans-Armia,MTL,line,5on5,10,2153.0,0.8,0.57,0.6,1.0,0.0,8476469
84757188478013,Walman-Holl,DET,pairing,5on5,18,1683.0,0.36,0.46,0.5,1.0,2.0,8475718
847691384827518483524,Wright-Shore-Winterton,SEA,line,5on5,2,625.0,0.77,0.5,0.5,0.0,0.0,8476913
847398684834458484153,Gauthier-Carlsson-Killorn,ANA,line,5on5,1,763.0,0.37,0.48,0.5,1.0,0.0,8473986
847634684794238481716,Gaudreau-Voronkov-Nylander,CBJ,line,5on5,7,3700.0,0.38,0.45,0.4,4.0,6.0,8476346
847977284803558480448,Kastelic-Kelly-Macewen,OTT,line,5on5,9,1894.0,0.46,0.59,0.52,0.0,4.0,8479772
84784438478450,Wotherspoon-Carlo,BOS,pairing,5on5,32,5951.0,0.39,0.45,0.42,7.0,5.0,8478443
847403784779568478401,Van Riemsdyk-Zacha-Pastrnak,BOS,line,5on5,31,5459.0,0.58,0.53,0.51,6.0,2.0,8474037
84793208481122,Benoit-Lajoie,TOR,pairing,5on5,5,615.0,0.0,0.19,0.0,0.0,0.0,8479320
847685884780438482496,Di Giuseppe-Aman-Lafferty,VAN,line,5on5,6,2061.0,0.35,0.37,0.4,1.0,4.0,8476858
847682284795918479661,Jeannot-Glendening-Eyssimont,TBL,line,5on5,21,3069.0,0.33,0.39,0.39,2.0,1.0,8476822
84745678478136,Middleton-Bogosian,MIN,pairing,5on5,48,5219.0,0.55,0.46,0.53,3.0,4.0,8474567
847696084793908482117,Reichel-Athanasiou-Raddysh,CHI,line,5on5,7,2179.0,0.38,0.4,0.42,0.0,1.0,8476960
84740318476854,Lindholm-Shattenkirk,BOS,pairing,5on5,48,7409.0,0.48,0.55,0.52,3.0,6.0,8474031
847745184779198482177,Khusnutdinov-Gaudreau-Hartman,MIN,line,5on5,1,740.0,0.36,0.54,0.67,1.0,0.0,8477451
847643884774028477953,Saad-Buchnevich-Kapanen,STL,line,5on5,6,830.0,0.37,0.43,0.42,1.0,2.0,8476438
847515184757548478445,Barzal-Nelson-Palmieri,NYI,line,5on5,17,638.0,0.13,0.33,0.32,1.0,1.0,8475151
84801728481812,Knyzhov-Rutta,SJS,pairing,5on5,10,3048.0,0.37,0.38,0.36,0.0,1.0,8480172
84709668478021,Lagesson-Giordano,TOR,pairing,5on5,13,2706.0,0.7,0.69,0.68,1.0,1.0,8470966
847740784785198479542,Duclair-Cirelli-Hagel,TBL,line,5on5,10,674.0,0.46,0.44,0.44,0.0,1.0,8477407
847471584800288482159,Foerster-Frost-Atkinson,PHI,line,5on5,23,3212.0,0.47,0.48,0.53,2.0,1.0,8474715
84753248480873,Sandin-Jensen,WSH,pairing,5on5,64,23435.0,0.42,0.42,0.41,16.0,17.0,8475324
847181784793938480995,Gregor-Holmberg-Reaves,TOR,line,5on5,7,2198.0,0.49,0.48,0.45,0.0,1.0,8471817
847701584808028482077,Holloway-Mcleod-Brown,EDM,line,5on5,15,3249.0,0.59,0.6,0.59,1.0,1.0,8477015
847079484751688478975,Marchment-Pavelski-Duchene,DAL,line,5on5,24,842.0,0.3,0.33,0.33,0.0,0.0,8470794
847795684784018479987,Geekie-Zacha-Pastrnak,BOS,line,5on5,30,5803.0,0.37,0.4,0.43,5.0,4.0,8477956
847572684774978480113,Iafallo-Monahan-Toffoli,WPG,line,5on5,2,1019.0,0.58,0.58,0.59,1.0,0.0,8475726
84767928481059,Perunovich-Krug,STL,pairing,5on5,27,1189.0,0.64,0.51,0.52,1.0,4.0,8476792
84769028480878,Lindell-Lundkvist,DAL,pairing,5on5,45,10963.0,0.46,0.5,0.47,8.0,5.0,8476902
847571484784838479318,Jarnkrok-Matthews-Marner,TOR,line,5on5,19,4683.0,0.41,0.45,0.45,4.0,2.0,8475714
847691884773808482157,Vesey-Brodzinski-Cuylle,NYR,line,5on5,9,1045.0,0.28,0.57,0.55,0.0,1.0,8476918
847692784780438481617,Lafferty-Blueger-Podkolzin,VAN,line,5on5,11,1681.0,0.46,0.55,0.56,1.0,2.0,8476927
84709668480043,Giordano-Liljegren,TOR,pairing,5on5,24,12468.0,0.57,0.51,0.5,9.0,6.0,8470966
84717248477244,Letang-Ruhwedel,PIT,pairing,5on5,22,625.0,0.57,0.44,0.45,0.0,0.0,8471724
847749784783988482149,Connor-Monahan-Perfetti,WPG,line,5on5,4,2070.0,0.6,0.49,0.52,4.0,3.0,8477497
84757648482142,Fowler-Drysdale,ANA,pairing,5on5,10,6411.0,0.5,0.5,0.51,4.0,5.0,8475764
847487084784638479390,Beauvillier-Johnson-Raddysh,CHI,line,5on5,8,3775.0,0.41,0.39,0.4,1.0,3.0,8474870
847752784815178483570,Johnston-Meyers-Leason,ANA,line,5on5,5,1588.0,0.32,0.47,0.44,1.0,1.0,8477527
847591384779648478403,Barbashev-Eichel-Stone,VGK,line,5on5,23,11154.0,0.57,0.49,0.52,13.0,8.0,8475913
847687884779498479420,Girgensons-Thompson-Tuch,BUF,line,5on5,8,3178.0,0.49,0.57,0.57,5.0,1.0,8476878
847784684780998480821,Labanc-Carpenter-Zadina,SJS,line,5on5,7,1532.0,0.43,0.47,0.51,0.0,2.0,8477846
847645984785508482109,Lafrenire-Zibanejad-Panarin,NYR,line,5on5,35,2406.0,0.55,0.52,0.48,1.0,3.0,8476459
84800358481564,Johnson-Jokiharju,BUF,pairing,5on5,22,1782.0,0.47,0.54,0.51,1.0,0.0,8480035
847169884753438479359,Malenstyn-Dowd-Oshie,WSH,line,5on5,17,661.0,0.37,0.36,0.37,0.0,1.0,8471698
847060484784248480836,Gruden-Carter-Harkins,PIT,line,5on5,4,733.0,0.24,0.38,0.27,0.0,2.0,8470604
848020584824758482705,Bemstrom-Sillinger-Chinakhov,CBJ,line,5on5,4,818.0,0.31,0.39,0.35,0.0,1.0,8480205
84745748480800,Hughes-Myers,VAN,pairing,5on5,68,8929.0,0.58,0.59,0.57,8.0,3.0,8474574
84764738479458,Murphy-Zaitsev,CHI,pairing,5on5,4,2074.0,0.42,0.38,0.37,1.0,1.0,8476473
847742984774568478466,Copp-Compher-Sprong,DET,line,5on5,10,652.0,0.52,0.59,0.5,1.0,1.0,8477429
847691984775088482125,Tierney-Lazar-Holtz,NJD,line,5on5,15,2030.0,0.32,0.44,0.4,1.0,2.0,8476919
847701584779988480802,Foegele-Mcleod-Brown,EDM,line,5on5,16,853.0,0.18,0.44,0.39,0.0,0.0,8477015
847404084779988480802,Foegele-Mcleod-Gagner,EDM,line,5on5,8,790.0,0.9,0.8,0.87,0.0,1.0,8474040
84801848481593,Lindstrm-Struble,MTL,pairing,5on5,8,1454.0,0.35,0.55,0.56,1.0,1.0,8480184
847569284788648482079,Kaprizov-Rossi-Zuccarello,MIN,line,5on5,49,18808.0,0.54,0.5,0.49,19.0,13.0,8475692
847517084764388479385,Saad-Schenn-Kyrou,STL,line,5on5,30,8007.0,0.5,0.47,0.51,11.0,7.0,8475170
84800358480807,Samuelsson-Jokiharju,BUF,pairing,5on5,25,2314.0,0.61,0.53,0.59,3.0,0.0,8480035
847516684784838482720,Knies-Tavares-Marner,TOR,line,5on5,13,668.0,0.79,0.64,0.55,1.0,0.0,8475166
84764418478451,Edmundson-Bear,WSH,pairing,5on5,18,7698.0,0.46,0.52,0.51,4.0,9.0,8476441
84745748479425,Hronek-Myers,VAN,pairing,5on5,47,2937.0,0.48,0.36,0.34,3.0,2.0,8474574
847793484779988482077,Holloway-Draisaitl-Foegele,EDM,line,5on5,6,861.0,0.66,0.61,0.57,2.0,3.0,8477934
847167584758108482055,O'Connor-Crosby-Rust,PIT,line,5on5,23,11434.0,0.54,0.51,0.53,13.0,14.0,8471675
847953684802898481019,Jonsson-Fjallby-Gustafsson-Barron,WPG,line,5on5,13,4723.0,0.57,0.59,0.59,2.0,2.0,8479536
847644884780208479353,Howden-Karlsson-Amadio,VGK,line,5on5,14,1196.0,0.77,0.67,0.7,1.0,0.0,8476448
84751798477986,Kulikov-Montour,FLA,pairing,5on5,46,2784.0,0.49,0.63,0.62,1.0,0.0,8475179
847744684807488482062,Sherwood-Mccarron-Smith,NSH,line,5on5,39,15411.0,0.56,0.53,0.54,12.0,7.0,8477446
847576884774448477505,Burakovsky-Wennberg-Schwartz,SEA,line,5on5,17,7371.0,0.52,0.56,0.51,1.0,5.0,8475768
847062184779348478402,Mcdavid-Draisaitl-Perry,EDM,line,5on5,10,1668.0,0.65,0.61,0.56,3.0,4.0,8470621
84716778480336,Johnson-Walker,COL,pairing,5on5,18,9389.0,0.45,0.49,0.47,6.0,7.0,8471677
847798784802528481147,Guttman-Donato-Johnson,CHI,line,5on5,5,677.0,0.11,0.43,0.36,0.0,4.0,8477987
847403784793658479987,Van Riemsdyk-Geekie-Frederic,BOS,line,5on5,30,7284.0,0.67,0.52,0.56,3.0,7.0,8474037
84751678478178,Hedman-Raddysh,TBL,pairing,5on5,76,34992.0,0.53,0.53,0.51,30.0,25.0,8475167
847931684822228482667,Eklund-Kunin-Barabanov,SJS,line,5on5,11,2374.0,0.44,0.45,0.47,2.0,3.0,8479316
847169984757938481186,Cogliano-Johansen-O'Connor,COL,line,5on5,11,1681.0,0.49,0.57,0.58,1.0,1.0,8471699
847528784775088482110,Lazar-Haula-Mercer,NJD,line,5on5,16,2839.0,0.51,0.45,0.48,1.0,2.0,8475287
84751678476856,Hedman-Dumba,TBL,pairing,5on5,14,1577.0,0.53,0.48,0.47,1.0,2.0,8475167
847841384815288482175,Greenway-Cozens-Peterka,BUF,line,5on5,11,1104.0,0.17,0.33,0.27,0.0,1.0,8478413
84808918482655,Moser-Kesselring,ARI,pairing,5on5,36,3024.0,0.67,0.56,0.51,3.0,1.0,8480891
847403484752208480980,Foligno-Dewar-Maroon,MIN,line,5on5,14,647.0,0.92,0.77,0.79,0.0,0.0,8474034
847682684774168480009,Tolvanen-Gourde-Bjorkstrand,SEA,line,5on5,56,31008.0,0.56,0.55,0.53,16.0,21.0,8476826
847639384820888482113,Cousins-Lundell-Sourdif,FLA,line,5on5,3,1281.0,0.24,0.41,0.35,0.0,0.0,8476393
847522084784938481557,Boldy-Eriksson Ek-Foligno,MIN,line,5on5,10,2334.0,0.5,0.51,0.53,2.0,1.0,8475220
847747384800218482133,Bordeleau-Studnicka-Bailey,SJS,line,5on5,3,1284.0,0.36,0.44,0.53,0.0,0.0,8477473
847842784800398480830,Necas-Aho-Svechnikov,CAR,line,5on5,24,1102.0,0.45,0.44,0.43,1.0,1.0,8478427
84769238478500,Provorov-Severson,CBJ,pairing,5on5,62,27379.0,0.52,0.53,0.53,20.0,24.0,8476923
84793458481679,Chychrun-Guenette,OTT,pairing,5on5,7,4042.0,0.41,0.47,0.44,1.0,2.0,8479345
848152284815288482175,Krebs-Cozens-Peterka,BUF,line,5on5,8,1116.0,0.67,0.57,0.5,1.0,1.0,8481522
847648084802898481019,Namestnikov-Gustafsson-Barron,WPG,line,5on5,7,1924.0,0.46,0.5,0.58,1.0,1.0,8476480
847522584789758479351,Marchment-Steel-Smith,DAL,line,5on5,21,770.0,0.56,0.43,0.45,1.0,0.0,8475225
847648084800148482149,Perfetti-Namestnikov-Vilardi,WPG,line,5on5,10,664.0,0.22,0.32,0.33,0.0,1.0,8476480
