label,value,team,situation,n_games
offense_p60_perc,0.53,ARI,5on4,last 10 games
defense_p60_perc,0.78,ARI,5on4,last 10 games
cum_dif_p60_perc,0.62,ARI,5on4,last 10 games
offense,9.4,ARI,5on4,last 10 games
defense,0.53,ARI,5on4,last 10 games
cum_dif,8.870000000000001,ARI,5on4,last 10 games
Points,0.47,ARI,5on4,last 5 games
Goals For,0.31,ARI,5on4,last 5 games
Goal Differential,0.38,ARI,5on4,last 5 games
Shooting %,0.31,ARI,5on4,last 5 games
Save %,0.73,ARI,5on4,last 5 games
sv%,1.0,ARI,5on4,last 5 games
Blocked shot attempt %,0.81,ARI,5on4,last 5 games
Blocked shot attempt % against,0.61,ARI,5on4,last 5 games
Expected Goals For,0.28,ARI,5on4,last 5 games
XG Differential,0.31,ARI,5on4,last 5 games
Shot (FW) Volume,0.28,ARI,5on4,last 5 games
Shot (FW) Differential,0.25,ARI,5on4,last 5 games
Penalty Differential,0.81,ARI,5on4,last 5 games
offense_p60_perc,0.22,ARI,5on4,last 5 games
defense_p60_perc,0.59,ARI,5on4,last 5 games
cum_dif_p60_perc,0.28,ARI,5on4,last 5 games
offense,2.44,ARI,5on4,last 5 games
defense,0.29,ARI,5on4,last 5 games
cum_dif,2.15,ARI,5on4,last 5 games
Points,1.0,BOS,all,all
Goals For,0.95,BOS,all,all
Goal Differential,1.0,BOS,all,all
Shooting %,0.91,BOS,all,all
Save %,1.0,BOS,all,all
sv%,0.93,BOS,all,all
Blocked shot attempt %,0.95,BOS,all,all
Blocked shot attempt % against,0.62,BOS,all,all
Expected Goals For,0.72,BOS,all,all
XG Differential,0.88,BOS,all,all
Shot (FW) Volume,0.72,BOS,all,all
Shot (FW) Differential,0.78,BOS,all,all
Penalty Differential,0.41,BOS,all,all
offense_p60_perc,0.89,BOS,all,all
defense_p60_perc,1.0,BOS,all,all
cum_dif_p60_perc,1.0,BOS,all,all
offense,418.87,BOS,all,all
defense,289.43,BOS,all,all
cum_dif,129.44,BOS,all,all
Points,0.97,BOS,all,last 20 games
Goals For,0.89,BOS,all,last 20 games
Goal Differential,1.0,BOS,all,last 20 games
Shooting %,1.0,BOS,all,last 20 games
Save %,1.0,BOS,all,last 20 games
sv%,0.934,BOS,all,last 20 games
Blocked shot attempt %,0.77,BOS,all,last 20 games
Blocked shot attempt % against,0.84,BOS,all,last 20 games
Expected Goals For,0.41,BOS,all,last 20 games
XG Differential,0.56,BOS,all,last 20 games
Shot (FW) Volume,0.34,BOS,all,last 20 games
Shot (FW) Differential,0.5,BOS,all,last 20 games
Penalty Differential,0.25,BOS,all,last 20 games
offense_p60_perc,0.67,BOS,all,last 20 games
defense_p60_perc,0.97,BOS,all,last 20 games
cum_dif_p60_perc,0.92,BOS,all,last 20 games
offense,135.21,BOS,all,last 20 games
defense,98.62,BOS,all,last 20 games
cum_dif,36.59,BOS,all,last 20 games
Points,0.91,BOS,all,last 10 games
Goals For,0.81,BOS,all,last 10 games
Goal Differential,0.94,BOS,all,last 10 games
Shooting %,0.75,BOS,all,last 10 games
Save %,0.94,BOS,all,last 10 games
sv%,0.927,BOS,all,last 10 games
Blocked shot attempt %,0.77,BOS,all,last 10 games
Blocked shot attempt % against,0.38,BOS,all,last 10 games
Expected Goals For,0.38,BOS,all,last 10 games
XG Differential,0.38,BOS,all,last 10 games
Shot (FW) Volume,0.5,BOS,all,last 10 games
Shot (FW) Differential,0.47,BOS,all,last 10 games
Penalty Differential,0.77,BOS,all,last 10 games
offense_p60_perc,0.56,BOS,all,last 10 games
defense_p60_perc,0.78,BOS,all,last 10 games
cum_dif_p60_perc,0.81,BOS,all,last 10 games
offense,65.92,BOS,all,last 10 games
defense,55.59,BOS,all,last 10 games
cum_dif,10.329999999999998,BOS,all,last 10 games
Points,0.97,BOS,all,last 5 games
Goals For,0.94,BOS,all,last 5 games
Goal Differential,1.0,BOS,all,last 5 games
Shooting %,0.97,BOS,all,last 5 games
Save %,0.95,BOS,all,last 5 games
sv%,0.942,BOS,all,last 5 games
Blocked shot attempt %,0.78,BOS,all,last 5 games
Blocked shot attempt % against,0.16,BOS,all,last 5 games
Expected Goals For,0.7,BOS,all,last 5 games
XG Differential,0.78,BOS,all,last 5 games
Shot (FW) Volume,0.66,BOS,all,last 5 games
Shot (FW) Differential,0.62,BOS,all,last 5 games
Penalty Differential,0.53,BOS,all,last 5 games
offense_p60_perc,0.84,BOS,all,last 5 games
defense_p60_perc,0.94,BOS,all,last 5 games
cum_dif_p60_perc,0.94,BOS,all,last 5 games
offense,40.29,BOS,all,last 5 games
defense,23.15,BOS,all,last 5 games
cum_dif,17.14,BOS,all,last 5 games
Points,1.0,BOS,5on5,all
Goals For,1.0,BOS,5on5,all
Goal Differential,1.0,BOS,5on5,all
Shooting %,0.94,BOS,5on5,all
Save %,1.0,BOS,5on5,all
sv%,0.937,BOS,5on5,all
Blocked shot attempt %,0.97,BOS,5on5,all
Blocked shot attempt % against,0.75,BOS,5on5,all
Expected Goals For,0.75,BOS,5on5,all
XG Differential,0.91,BOS,5on5,all
Shot (FW) Volume,0.66,BOS,5on5,all
Shot (FW) Differential,0.73,BOS,5on5,all
Penalty Differential,0.53,BOS,5on5,all
offense_p60_perc,0.92,BOS,5on5,all
defense_p60_perc,1.0,BOS,5on5,all
cum_dif_p60_perc,1.0,BOS,5on5,all
offense,301.62,BOS,5on5,all
defense,207.38,BOS,5on5,all
cum_dif,94.24000000000001,BOS,5on5,all
Points,0.97,BOS,5on5,last 20 games
Goals For,0.97,BOS,5on5,last 20 games
Goal Differential,1.0,BOS,5on5,last 20 games
Shooting %,0.94,BOS,5on5,last 20 games
Save %,1.0,BOS,5on5,last 20 games
sv%,0.94,BOS,5on5,last 20 games
Blocked shot attempt %,0.95,BOS,5on5,last 20 games
Blocked shot attempt % against,0.81,BOS,5on5,last 20 games
Expected Goals For,0.47,BOS,5on5,last 20 games
XG Differential,0.69,BOS,5on5,last 20 games
Shot (FW) Volume,0.53,BOS,5on5,last 20 games
Shot (FW) Differential,0.48,BOS,5on5,last 20 games
Penalty Differential,0.53,BOS,5on5,last 20 games
offense_p60_perc,0.75,BOS,5on5,last 20 games
defense_p60_perc,0.97,BOS,5on5,last 20 games
cum_dif_p60_perc,0.97,BOS,5on5,last 20 games
offense,102.42,BOS,5on5,last 20 games
defense,71.34,BOS,5on5,last 20 games
cum_dif,31.08,BOS,5on5,last 20 games
Points,0.91,BOS,5on5,last 10 games
Goals For,0.77,BOS,5on5,last 10 games
Goal Differential,0.94,BOS,5on5,last 10 games
Shooting %,0.81,BOS,5on5,last 10 games
Save %,1.0,BOS,5on5,last 10 games
sv%,0.938,BOS,5on5,last 10 games
Blocked shot attempt %,0.94,BOS,5on5,last 10 games
Blocked shot attempt % against,0.45,BOS,5on5,last 10 games
Expected Goals For,0.58,BOS,5on5,last 10 games
XG Differential,0.62,BOS,5on5,last 10 games
Shot (FW) Volume,0.56,BOS,5on5,last 10 games
Shot (FW) Differential,0.44,BOS,5on5,last 10 games
Penalty Differential,0.94,BOS,5on5,last 10 games
offense_p60_perc,0.69,BOS,5on5,last 10 games
defense_p60_perc,0.88,BOS,5on5,last 10 games
cum_dif_p60_perc,0.88,BOS,5on5,last 10 games
offense,50.42,BOS,5on5,last 10 games
defense,37.56,BOS,5on5,last 10 games
cum_dif,12.86,BOS,5on5,last 10 games
Points,0.97,BOS,5on5,last 5 games
Goals For,0.89,BOS,5on5,last 5 games
Goal Differential,0.94,BOS,5on5,last 5 games
Shooting %,0.94,BOS,5on5,last 5 games
Save %,0.94,BOS,5on5,last 5 games
sv%,0.946,BOS,5on5,last 5 games
Blocked shot attempt %,0.84,BOS,5on5,last 5 games
Blocked shot attempt % against,0.19,BOS,5on5,last 5 games
Expected Goals For,0.75,BOS,5on5,last 5 games
XG Differential,0.83,BOS,5on5,last 5 games
Shot (FW) Volume,0.62,BOS,5on5,last 5 games
Shot (FW) Differential,0.56,BOS,5on5,last 5 games
Penalty Differential,0.81,BOS,5on5,last 5 games
offense_p60_perc,0.88,BOS,5on5,last 5 games
defense_p60_perc,0.97,BOS,5on5,last 5 games
cum_dif_p60_perc,0.97,BOS,5on5,last 5 games
offense,29.939999999999998,BOS,5on5,last 5 games
defense,17.46,BOS,5on5,last 5 games
cum_dif,12.479999999999997,BOS,5on5,last 5 games
Points,1.0,BOS,4on5,all
Goals For,0.45,BOS,4on5,all
Goal Differential,1.0,BOS,4on5,all
Shooting %,0.34,BOS,4on5,all
Save %,0.69,BOS,4on5,all
sv%,0.88,BOS,4on5,all
Blocked shot attempt %,0.06,BOS,4on5,all
Blocked shot attempt % against,0.53,BOS,4on5,all
Expected Goals For,0.55,BOS,4on5,all
XG Differential,0.95,BOS,4on5,all
Shot (FW) Volume,0.66,BOS,4on5,all
Shot (FW) Differential,0.97,BOS,4on5,all
Penalty Differential,0.28,BOS,4on5,all
offense_p60_perc,0.56,BOS,4on5,all
defense_p60_perc,1.0,BOS,4on5,all
cum_dif_p60_perc,1.0,BOS,4on5,all
offense,11.3,BOS,4on5,all
defense,52.33,BOS,4on5,all
cum_dif,-41.03,BOS,4on5,all
Points,0.97,BOS,4on5,last 20 games
Goals For,0.64,BOS,4on5,last 20 games
Goal Differential,0.91,BOS,4on5,last 20 games
Shooting %,0.58,BOS,4on5,last 20 games
Save %,0.77,BOS,4on5,last 20 games
sv%,0.9,BOS,4on5,last 20 games
Blocked shot attempt %,0.06,BOS,4on5,last 20 games
Blocked shot attempt % against,1.0,BOS,4on5,last 20 games
Expected Goals For,0.47,BOS,4on5,last 20 games
XG Differential,0.81,BOS,4on5,last 20 games
Shot (FW) Volume,0.59,BOS,4on5,last 20 games
Shot (FW) Differential,1.0,BOS,4on5,last 20 games
Penalty Differential,0.56,BOS,4on5,last 20 games
offense_p60_perc,0.66,BOS,4on5,last 20 games
defense_p60_perc,0.89,BOS,4on5,last 20 games
cum_dif_p60_perc,0.91,BOS,4on5,last 20 games
offense,3.6399999999999997,BOS,4on5,last 20 games
defense,14.86,BOS,4on5,last 20 games
cum_dif,-11.219999999999999,BOS,4on5,last 20 games
Points,0.91,BOS,4on5,last 10 games
Goals For,0.91,BOS,4on5,last 10 games
Goal Differential,0.91,BOS,4on5,last 10 games
Shooting %,0.78,BOS,4on5,last 10 games
Save %,0.5,BOS,4on5,last 10 games
sv%,0.87,BOS,4on5,last 10 games
Blocked shot attempt %,0.09,BOS,4on5,last 10 games
Blocked shot attempt % against,0.88,BOS,4on5,last 10 games
Expected Goals For,0.58,BOS,4on5,last 10 games
XG Differential,0.69,BOS,4on5,last 10 games
Shot (FW) Volume,0.81,BOS,4on5,last 10 games
Shot (FW) Differential,1.0,BOS,4on5,last 10 games
Penalty Differential,0.47,BOS,4on5,last 10 games
offense_p60_perc,0.84,BOS,4on5,last 10 games
defense_p60_perc,0.84,BOS,4on5,last 10 games
cum_dif_p60_perc,0.91,BOS,4on5,last 10 games
offense,2.99,BOS,4on5,last 10 games
defense,7.05,BOS,4on5,last 10 games
cum_dif,-4.06,BOS,4on5,last 10 games
Points,0.97,BOS,4on5,last 5 games
Goals For,0.81,BOS,4on5,last 5 games
Goal Differential,0.83,BOS,4on5,last 5 games
Shooting %,0.68,BOS,4on5,last 5 games
Save %,0.72,BOS,4on5,last 5 games
sv%,0.923,BOS,4on5,last 5 games
Blocked shot attempt %,0.83,BOS,4on5,last 5 games
Blocked shot attempt % against,0.28,BOS,4on5,last 5 games
Expected Goals For,0.86,BOS,4on5,last 5 games
XG Differential,0.81,BOS,4on5,last 5 games
Shot (FW) Volume,0.84,BOS,4on5,last 5 games
Shot (FW) Differential,0.88,BOS,4on5,last 5 games
Penalty Differential,0.41,BOS,4on5,last 5 games
offense_p60_perc,0.84,BOS,4on5,last 5 games
defense_p60_perc,0.72,BOS,4on5,last 5 games
cum_dif_p60_perc,0.81,BOS,4on5,last 5 games
offense,1.75,BOS,4on5,last 5 games
defense,2.69,BOS,4on5,last 5 games
cum_dif,-0.94,BOS,4on5,last 5 games
Points,1.0,BOS,5on4,all
Goals For,0.78,BOS,5on4,all
Goal Differential,0.78,BOS,5on4,all
Shooting %,0.75,BOS,5on4,all
Save %,0.59,BOS,5on4,all
sv%,0.918,BOS,5on4,all
Blocked shot attempt %,0.55,BOS,5on4,all
Blocked shot attempt % against,0.64,BOS,5on4,all
Expected Goals For,0.67,BOS,5on4,all
XG Differential,0.67,BOS,5on4,all
Shot (FW) Volume,0.59,BOS,5on4,all
Shot (FW) Differential,0.69,BOS,5on4,all
Penalty Differential,0.16,BOS,5on4,all
offense_p60_perc,0.78,BOS,5on4,all
defense_p60_perc,0.7,BOS,5on4,all
cum_dif_p60_perc,0.72,BOS,5on4,all
offense,78.27000000000001,BOS,5on4,all
defense,9.4,BOS,5on4,all
cum_dif,68.87,BOS,5on4,all
Points,0.97,BOS,5on4,last 20 games
Goals For,0.36,BOS,5on4,last 20 games
Goal Differential,0.42,BOS,5on4,last 20 games
Shooting %,0.39,BOS,5on4,last 20 games
Save %,0.62,BOS,5on4,last 20 games
sv%,0.929,BOS,5on4,last 20 games
Blocked shot attempt %,0.31,BOS,5on4,last 20 games
Blocked shot attempt % against,0.31,BOS,5on4,last 20 games
Expected Goals For,0.38,BOS,5on4,last 20 games
XG Differential,0.47,BOS,5on4,last 20 games
Shot (FW) Volume,0.38,BOS,5on4,last 20 games
Shot (FW) Differential,0.34,BOS,5on4,last 20 games
Penalty Differential,0.09,BOS,5on4,last 20 games
offense_p60_perc,0.44,BOS,5on4,last 20 games
defense_p60_perc,0.55,BOS,5on4,last 20 games
cum_dif_p60_perc,0.44,BOS,5on4,last 20 games
offense,18.83,BOS,5on4,last 20 games
defense,3.2,BOS,5on4,last 20 games
cum_dif,15.629999999999999,BOS,5on4,last 20 games
Points,0.91,BOS,5on4,last 10 games
Goals For,0.16,BOS,5on4,last 10 games
Goal Differential,0.19,BOS,5on4,last 10 games
Shooting %,0.12,BOS,5on4,last 10 games
Save %,0.45,BOS,5on4,last 10 games
sv%,0.889,BOS,5on4,last 10 games
Blocked shot attempt %,0.55,BOS,5on4,last 10 games
Blocked shot attempt % against,0.34,BOS,5on4,last 10 games
Expected Goals For,0.12,BOS,5on4,last 10 games
XG Differential,0.16,BOS,5on4,last 10 games
Shot (FW) Volume,0.53,BOS,5on4,last 10 games
Shot (FW) Differential,0.5,BOS,5on4,last 10 games
Penalty Differential,0.31,BOS,5on4,last 10 games
offense_p60_perc,0.09,BOS,5on4,last 10 games
defense_p60_perc,0.38,BOS,5on4,last 10 games
cum_dif_p60_perc,0.12,BOS,5on4,last 10 games
offense,7.11,BOS,5on4,last 10 games
defense,2.6100000000000003,BOS,5on4,last 10 games
cum_dif,4.5,BOS,5on4,last 10 games
Points,0.97,BOS,5on4,last 5 games
Goals For,0.72,BOS,5on4,last 5 games
Goal Differential,0.78,BOS,5on4,last 5 games
Shooting %,0.47,BOS,5on4,last 5 games
Save %,0.73,BOS,5on4,last 5 games
sv%,1.0,BOS,5on4,last 5 games
Blocked shot attempt %,0.59,BOS,5on4,last 5 games
Blocked shot attempt % against,0.22,BOS,5on4,last 5 games
Expected Goals For,0.53,BOS,5on4,last 5 games
XG Differential,0.62,BOS,5on4,last 5 games
Shot (FW) Volume,0.88,BOS,5on4,last 5 games
Shot (FW) Differential,0.84,BOS,5on4,last 5 games
Penalty Differential,0.34,BOS,5on4,last 5 games
offense_p60_perc,0.64,BOS,5on4,last 5 games
defense_p60_perc,0.67,BOS,5on4,last 5 games
cum_dif_p60_perc,0.69,BOS,5on4,last 5 games
offense,5.71,BOS,5on4,last 5 games
defense,0.3,BOS,5on4,last 5 games
cum_dif,5.41,BOS,5on4,last 5 games
Points,0.48,BUF,all,all
Goals For,0.95,BUF,all,all
Goal Differential,0.64,BUF,all,all
Shooting %,1.0,BUF,all,all
Save %,0.33,BUF,all,all
sv%,0.895,BUF,all,all
Blocked shot attempt %,0.7,BUF,all,all
Blocked shot attempt % against,0.03,BUF,all,all
Expected Goals For,0.72,BUF,all,all
XG Differential,0.33,BUF,all,all
Shot (FW) Volume,0.41,BUF,all,all
Shot (FW) Differential,0.41,BUF,all,all
Penalty Differential,0.91,BUF,all,all
offense_p60_perc,0.89,BUF,all,all
defense_p60_perc,0.25,BUF,all,all
cum_dif_p60_perc,0.5,BUF,all,all
offense,419.33000000000004,BUF,all,all
defense,408.48,BUF,all,all
cum_dif,10.850000000000023,BUF,all,all
Points,0.61,BUF,all,last 20 games
Goals For,0.7,BUF,all,last 20 games
Goal Differential,0.52,BUF,all,last 20 games
Shooting %,0.59,BUF,all,last 20 games
Save %,0.23,BUF,all,last 20 games
sv%,0.892,BUF,all,last 20 games
Blocked shot attempt %,0.64,BUF,all,last 20 games
Blocked shot attempt % against,0.03,BUF,all,last 20 games
Expected Goals For,0.8,BUF,all,last 20 games
XG Differential,0.67,BUF,all,last 20 games
Shot (FW) Volume,0.5,BUF,all,last 20 games
Shot (FW) Differential,0.41,BUF,all,last 20 games
Penalty Differential,0.91,BUF,all,last 20 games
offense_p60_perc,0.78,BUF,all,last 20 games
defense_p60_perc,0.34,BUF,all,last 20 games
cum_dif_p60_perc,0.53,BUF,all,last 20 games
offense,140.18,BUF,all,last 20 games
defense,137.78,BUF,all,last 20 games
cum_dif,2.4000000000000057,BUF,all,last 20 games
Points,0.36,BUF,all,last 10 games
Goals For,0.73,BUF,all,last 10 games
Goal Differential,0.25,BUF,all,last 10 games
Shooting %,0.69,BUF,all,last 10 games
Save %,0.25,BUF,all,last 10 games
sv%,0.88,BUF,all,last 10 games
Blocked shot attempt %,0.47,BUF,all,last 10 games
Blocked shot attempt % against,0.06,BUF,all,last 10 games
Expected Goals For,0.88,BUF,all,last 10 games
XG Differential,0.58,BUF,all,last 10 games
Shot (FW) Volume,0.27,BUF,all,last 10 games
Shot (FW) Differential,0.22,BUF,all,last 10 games
Penalty Differential,0.83,BUF,all,last 10 games
offense_p60_perc,0.88,BUF,all,last 10 games
defense_p60_perc,0.09,BUF,all,last 10 games
cum_dif_p60_perc,0.33,BUF,all,last 10 games
offense,72.44,BUF,all,last 10 games
defense,78.93,BUF,all,last 10 games
cum_dif,-6.490000000000009,BUF,all,last 10 games
Points,0.66,BUF,all,last 5 games
Goals For,0.75,BUF,all,last 5 games
Goal Differential,0.48,BUF,all,last 5 games
Shooting %,0.8,BUF,all,last 5 games
Save %,0.44,BUF,all,last 5 games
sv%,0.896,BUF,all,last 5 games
Blocked shot attempt %,0.91,BUF,all,last 5 games
Blocked shot attempt % against,0.06,BUF,all,last 5 games
Expected Goals For,0.84,BUF,all,last 5 games
XG Differential,0.38,BUF,all,last 5 games
Shot (FW) Volume,0.34,BUF,all,last 5 games
Shot (FW) Differential,0.16,BUF,all,last 5 games
Penalty Differential,0.2,BUF,all,last 5 games
offense_p60_perc,0.75,BUF,all,last 5 games
defense_p60_perc,0.14,BUF,all,last 5 games
cum_dif_p60_perc,0.39,BUF,all,last 5 games
offense,38.25,BUF,all,last 5 games
defense,40.85,BUF,all,last 5 games
cum_dif,-2.6000000000000014,BUF,all,last 5 games
Points,0.48,BUF,5on5,all
Goals For,0.95,BUF,5on5,all
Goal Differential,0.59,BUF,5on5,all
Shooting %,0.97,BUF,5on5,all
Save %,0.22,BUF,5on5,all
sv%,0.902,BUF,5on5,all
Blocked shot attempt %,0.88,BUF,5on5,all
Blocked shot attempt % against,0.03,BUF,5on5,all
Expected Goals For,0.64,BUF,5on5,all
XG Differential,0.34,BUF,5on5,all
Shot (FW) Volume,0.53,BUF,5on5,all
Shot (FW) Differential,0.41,BUF,5on5,all
Penalty Differential,0.98,BUF,5on5,all
offense_p60_perc,0.88,BUF,5on5,all
defense_p60_perc,0.25,BUF,5on5,all
cum_dif_p60_perc,0.5,BUF,5on5,all
offense,303.14,BUF,5on5,all
defense,299.13,BUF,5on5,all
cum_dif,4.009999999999991,BUF,5on5,all
Points,0.61,BUF,5on5,last 20 games
Goals For,0.75,BUF,5on5,last 20 games
Goal Differential,0.53,BUF,5on5,last 20 games
Shooting %,0.67,BUF,5on5,last 20 games
Save %,0.25,BUF,5on5,last 20 games
sv%,0.897,BUF,5on5,last 20 games
Blocked shot attempt %,0.91,BUF,5on5,last 20 games
Blocked shot attempt % against,0.03,BUF,5on5,last 20 games
Expected Goals For,0.7,BUF,5on5,last 20 games
XG Differential,0.53,BUF,5on5,last 20 games
Shot (FW) Volume,0.69,BUF,5on5,last 20 games
Shot (FW) Differential,0.41,BUF,5on5,last 20 games
Penalty Differential,0.92,BUF,5on5,last 20 games
offense_p60_perc,0.78,BUF,5on5,last 20 games
defense_p60_perc,0.19,BUF,5on5,last 20 games
cum_dif_p60_perc,0.52,BUF,5on5,last 20 games
offense,109.0,BUF,5on5,last 20 games
defense,110.18,BUF,5on5,last 20 games
cum_dif,-1.1800000000000068,BUF,5on5,last 20 games
Points,0.36,BUF,5on5,last 10 games
Goals For,0.91,BUF,5on5,last 10 games
Goal Differential,0.31,BUF,5on5,last 10 games
Shooting %,0.84,BUF,5on5,last 10 games
Save %,0.25,BUF,5on5,last 10 games
sv%,0.887,BUF,5on5,last 10 games
Blocked shot attempt %,0.77,BUF,5on5,last 10 games
Blocked shot attempt % against,0.06,BUF,5on5,last 10 games
Expected Goals For,0.8,BUF,5on5,last 10 games
XG Differential,0.36,BUF,5on5,last 10 games
Shot (FW) Volume,0.5,BUF,5on5,last 10 games
Shot (FW) Differential,0.28,BUF,5on5,last 10 games
Penalty Differential,0.77,BUF,5on5,last 10 games
offense_p60_perc,0.88,BUF,5on5,last 10 games
defense_p60_perc,0.09,BUF,5on5,last 10 games
cum_dif_p60_perc,0.28,BUF,5on5,last 10 games
offense,56.47,BUF,5on5,last 10 games
defense,62.57,BUF,5on5,last 10 games
cum_dif,-6.100000000000001,BUF,5on5,last 10 games
Points,0.66,BUF,5on5,last 5 games
Goals For,0.78,BUF,5on5,last 5 games
Goal Differential,0.52,BUF,5on5,last 5 games
Shooting %,0.77,BUF,5on5,last 5 games
Save %,0.38,BUF,5on5,last 5 games
sv%,0.893,BUF,5on5,last 5 games
Blocked shot attempt %,0.97,BUF,5on5,last 5 games
Blocked shot attempt % against,0.06,BUF,5on5,last 5 games
Expected Goals For,0.86,BUF,5on5,last 5 games
XG Differential,0.19,BUF,5on5,last 5 games
Shot (FW) Volume,0.69,BUF,5on5,last 5 games
Shot (FW) Differential,0.28,BUF,5on5,last 5 games
Penalty Differential,0.22,BUF,5on5,last 5 games
offense_p60_perc,0.8,BUF,5on5,last 5 games
defense_p60_perc,0.06,BUF,5on5,last 5 games
cum_dif_p60_perc,0.38,BUF,5on5,last 5 games
offense,30.58,BUF,5on5,last 5 games
defense,34.65,BUF,5on5,last 5 games
cum_dif,-4.07,BUF,5on5,last 5 games
Points,0.48,BUF,4on5,all
Goals For,0.84,BUF,4on5,all
Goal Differential,0.16,BUF,4on5,all
Shooting %,0.59,BUF,4on5,all
Save %,0.16,BUF,4on5,all
sv%,0.844,BUF,4on5,all
Blocked shot attempt %,0.2,BUF,4on5,all
Blocked shot attempt % against,0.03,BUF,4on5,all
Expected Goals For,1.0,BUF,4on5,all
XG Differential,0.19,BUF,4on5,all
Shot (FW) Volume,0.94,BUF,4on5,all
Shot (FW) Differential,0.12,BUF,4on5,all
Penalty Differential,0.03,BUF,4on5,all
offense_p60_perc,0.97,BUF,4on5,all
defense_p60_perc,0.09,BUF,4on5,all
cum_dif_p60_perc,0.19,BUF,4on5,all
offense,15.49,BUF,4on5,all
defense,83.16,BUF,4on5,all
cum_dif,-67.67,BUF,4on5,all
Points,0.61,BUF,4on5,last 20 games
Goals For,0.91,BUF,4on5,last 20 games
Goal Differential,0.38,BUF,4on5,last 20 games
Shooting %,0.78,BUF,4on5,last 20 games
Save %,0.25,BUF,4on5,last 20 games
sv%,0.841,BUF,4on5,last 20 games
Blocked shot attempt %,0.52,BUF,4on5,last 20 games
Blocked shot attempt % against,0.03,BUF,4on5,last 20 games
Expected Goals For,0.97,BUF,4on5,last 20 games
XG Differential,0.88,BUF,4on5,last 20 games
Shot (FW) Volume,0.91,BUF,4on5,last 20 games
Shot (FW) Differential,0.41,BUF,4on5,last 20 games
Penalty Differential,0.5,BUF,4on5,last 20 games
offense_p60_perc,0.94,BUF,4on5,last 20 games
defense_p60_perc,0.22,BUF,4on5,last 20 games
cum_dif_p60_perc,0.72,BUF,4on5,last 20 games
offense,6.9,BUF,4on5,last 20 games
defense,19.990000000000002,BUF,4on5,last 20 games
cum_dif,-13.090000000000002,BUF,4on5,last 20 games
Points,0.36,BUF,4on5,last 10 games
Goals For,0.19,BUF,4on5,last 10 games
Goal Differential,0.09,BUF,4on5,last 10 games
Shooting %,0.19,BUF,4on5,last 10 games
Save %,0.2,BUF,4on5,last 10 games
sv%,0.825,BUF,4on5,last 10 games
Blocked shot attempt %,0.64,BUF,4on5,last 10 games
Blocked shot attempt % against,0.06,BUF,4on5,last 10 games
Expected Goals For,0.5,BUF,4on5,last 10 games
XG Differential,0.47,BUF,4on5,last 10 games
Shot (FW) Volume,0.53,BUF,4on5,last 10 games
Shot (FW) Differential,0.22,BUF,4on5,last 10 games
