label,value,team,situation,n_games
cum_dif,83.59999999999997,NJD,5on5,all
Points,1.0,NJD,5on5,last 20 games
Goals For,0.92,NJD,5on5,last 20 games
Goal Differential,0.95,NJD,5on5,last 20 games
Shooting %,0.91,NJD,5on5,last 20 games
Save %,0.91,NJD,5on5,last 20 games
sv%,0.925,NJD,5on5,last 20 games
Blocked shot attempt %,0.03,NJD,5on5,last 20 games
Blocked shot attempt % against,0.84,NJD,5on5,last 20 games
Expected Goals For,0.66,NJD,5on5,last 20 games
XG Differential,0.78,NJD,5on5,last 20 games
Shot (FW) Volume,0.39,NJD,5on5,last 20 games
Shot (FW) Differential,0.44,NJD,5on5,last 20 games
Penalty Differential,0.08,NJD,5on5,last 20 games
offense_p60_perc,0.81,NJD,5on5,last 20 games
defense_p60_perc,0.83,NJD,5on5,last 20 games
cum_dif_p60_perc,0.89,NJD,5on5,last 20 games
offense,114.68,NJD,5on5,last 20 games
defense,88.1,NJD,5on5,last 20 games
cum_dif,26.580000000000013,NJD,5on5,last 20 games
Points,0.91,NJD,5on5,last 10 games
Goals For,0.83,NJD,5on5,last 10 games
Goal Differential,0.84,NJD,5on5,last 10 games
Shooting %,0.67,NJD,5on5,last 10 games
Save %,0.5,NJD,5on5,last 10 games
sv%,0.911,NJD,5on5,last 10 games
Blocked shot attempt %,0.44,NJD,5on5,last 10 games
Blocked shot attempt % against,0.95,NJD,5on5,last 10 games
Expected Goals For,0.67,NJD,5on5,last 10 games
XG Differential,0.88,NJD,5on5,last 10 games
Shot (FW) Volume,0.75,NJD,5on5,last 10 games
Shot (FW) Differential,0.84,NJD,5on5,last 10 games
Penalty Differential,0.16,NJD,5on5,last 10 games
offense_p60_perc,0.84,NJD,5on5,last 10 games
defense_p60_perc,0.8,NJD,5on5,last 10 games
cum_dif_p60_perc,0.91,NJD,5on5,last 10 games
offense,57.269999999999996,NJD,5on5,last 10 games
defense,42.32,NJD,5on5,last 10 games
cum_dif,14.949999999999996,NJD,5on5,last 10 games
Points,0.81,NJD,5on5,last 5 games
Goals For,0.89,NJD,5on5,last 5 games
Goal Differential,0.88,NJD,5on5,last 5 games
Shooting %,0.81,NJD,5on5,last 5 games
Save %,0.41,NJD,5on5,last 5 games
sv%,0.894,NJD,5on5,last 5 games
Blocked shot attempt %,0.59,NJD,5on5,last 5 games
Blocked shot attempt % against,0.69,NJD,5on5,last 5 games
Expected Goals For,0.94,NJD,5on5,last 5 games
XG Differential,0.94,NJD,5on5,last 5 games
Shot (FW) Volume,0.84,NJD,5on5,last 5 games
Shot (FW) Differential,0.91,NJD,5on5,last 5 games
Penalty Differential,0.34,NJD,5on5,last 5 games
offense_p60_perc,0.94,NJD,5on5,last 5 games
defense_p60_perc,0.8,NJD,5on5,last 5 games
cum_dif_p60_perc,0.94,NJD,5on5,last 5 games
offense,34.18,NJD,5on5,last 5 games
defense,21.53,NJD,5on5,last 5 games
cum_dif,12.649999999999999,NJD,5on5,last 5 games
Points,0.94,NJD,4on5,all
Goals For,0.69,NJD,4on5,all
Goal Differential,0.73,NJD,4on5,all
Shooting %,0.84,NJD,4on5,all
Save %,0.56,NJD,4on5,all
sv%,0.869,NJD,4on5,all
Blocked shot attempt %,0.25,NJD,4on5,all
Blocked shot attempt % against,0.62,NJD,4on5,all
Expected Goals For,0.2,NJD,4on5,all
XG Differential,0.59,NJD,4on5,all
Shot (FW) Volume,0.22,NJD,4on5,all
Shot (FW) Differential,0.75,NJD,4on5,all
Penalty Differential,0.53,NJD,4on5,all
offense_p60_perc,0.47,NJD,4on5,all
defense_p60_perc,0.72,NJD,4on5,all
cum_dif_p60_perc,0.67,NJD,4on5,all
offense,9.94,NJD,4on5,all
defense,61.68,NJD,4on5,all
cum_dif,-51.74,NJD,4on5,all
Points,1.0,NJD,4on5,last 20 games
Goals For,0.72,NJD,4on5,last 20 games
Goal Differential,0.69,NJD,4on5,last 20 games
Shooting %,0.84,NJD,4on5,last 20 games
Save %,0.31,NJD,4on5,last 20 games
sv%,0.859,NJD,4on5,last 20 games
Blocked shot attempt %,0.58,NJD,4on5,last 20 games
Blocked shot attempt % against,0.41,NJD,4on5,last 20 games
Expected Goals For,0.55,NJD,4on5,last 20 games
XG Differential,0.53,NJD,4on5,last 20 games
Shot (FW) Volume,0.44,NJD,4on5,last 20 games
Shot (FW) Differential,0.66,NJD,4on5,last 20 games
Penalty Differential,0.75,NJD,4on5,last 20 games
offense_p60_perc,0.72,NJD,4on5,last 20 games
defense_p60_perc,0.53,NJD,4on5,last 20 games
cum_dif_p60_perc,0.66,NJD,4on5,last 20 games
offense,3.45,NJD,4on5,last 20 games
defense,18.68,NJD,4on5,last 20 games
cum_dif,-15.23,NJD,4on5,last 20 games
Points,0.91,NJD,4on5,last 10 games
Goals For,0.72,NJD,4on5,last 10 games
Goal Differential,0.66,NJD,4on5,last 10 games
Shooting %,0.58,NJD,4on5,last 10 games
Save %,0.33,NJD,4on5,last 10 games
sv%,0.846,NJD,4on5,last 10 games
Blocked shot attempt %,0.72,NJD,4on5,last 10 games
Blocked shot attempt % against,0.75,NJD,4on5,last 10 games
Expected Goals For,0.75,NJD,4on5,last 10 games
XG Differential,0.94,NJD,4on5,last 10 games
Shot (FW) Volume,0.84,NJD,4on5,last 10 games
Shot (FW) Differential,0.97,NJD,4on5,last 10 games
Penalty Differential,0.91,NJD,4on5,last 10 games
offense_p60_perc,0.78,NJD,4on5,last 10 games
defense_p60_perc,0.73,NJD,4on5,last 10 games
cum_dif_p60_perc,0.88,NJD,4on5,last 10 games
offense,2.19,NJD,4on5,last 10 games
defense,7.1,NJD,4on5,last 10 games
cum_dif,-4.91,NJD,4on5,last 10 games
Points,0.81,NJD,4on5,last 5 games
Goals For,0.84,NJD,4on5,last 5 games
Goal Differential,0.83,NJD,4on5,last 5 games
Shooting %,0.76,NJD,4on5,last 5 games
Save %,0.66,NJD,4on5,last 5 games
sv%,0.909,NJD,4on5,last 5 games
Blocked shot attempt %,0.48,NJD,4on5,last 5 games
Blocked shot attempt % against,0.66,NJD,4on5,last 5 games
Expected Goals For,0.94,NJD,4on5,last 5 games
XG Differential,0.97,NJD,4on5,last 5 games
Shot (FW) Volume,0.88,NJD,4on5,last 5 games
Shot (FW) Differential,0.94,NJD,4on5,last 5 games
Penalty Differential,0.83,NJD,4on5,last 5 games
offense_p60_perc,0.88,NJD,4on5,last 5 games
defense_p60_perc,0.81,NJD,4on5,last 5 games
cum_dif_p60_perc,0.94,NJD,4on5,last 5 games
offense,2.02,NJD,4on5,last 5 games
defense,1.7,NJD,4on5,last 5 games
cum_dif,0.32000000000000006,NJD,4on5,last 5 games
Points,0.94,NJD,5on4,all
Goals For,0.28,NJD,5on4,all
Goal Differential,0.27,NJD,5on4,all
Shooting %,0.09,NJD,5on4,all
Save %,0.44,NJD,5on4,all
sv%,0.904,NJD,5on4,all
Blocked shot attempt %,0.66,NJD,5on4,all
Blocked shot attempt % against,0.16,NJD,5on4,all
Expected Goals For,0.72,NJD,5on4,all
XG Differential,0.72,NJD,5on4,all
Shot (FW) Volume,0.56,NJD,5on4,all
Shot (FW) Differential,0.41,NJD,5on4,all
Penalty Differential,0.7,NJD,5on4,all
offense_p60_perc,0.44,NJD,5on4,all
defense_p60_perc,0.47,NJD,5on4,all
cum_dif_p60_perc,0.44,NJD,5on4,all
offense,60.44,NJD,5on4,all
defense,9.620000000000001,NJD,5on4,all
cum_dif,50.81999999999999,NJD,5on4,all
Points,1.0,NJD,5on4,last 20 games
Goals For,0.41,NJD,5on4,last 20 games
Goal Differential,0.34,NJD,5on4,last 20 games
Shooting %,0.25,NJD,5on4,last 20 games
Save %,0.3,NJD,5on4,last 20 games
sv%,0.857,NJD,5on4,last 20 games
Blocked shot attempt %,0.77,NJD,5on4,last 20 games
Blocked shot attempt % against,0.19,NJD,5on4,last 20 games
Expected Goals For,0.72,NJD,5on4,last 20 games
XG Differential,0.75,NJD,5on4,last 20 games
Shot (FW) Volume,0.5,NJD,5on4,last 20 games
Shot (FW) Differential,0.44,NJD,5on4,last 20 games
Penalty Differential,0.81,NJD,5on4,last 20 games
offense_p60_perc,0.56,NJD,5on4,last 20 games
defense_p60_perc,0.38,NJD,5on4,last 20 games
cum_dif_p60_perc,0.5,NJD,5on4,last 20 games
offense,16.17,NJD,5on4,last 20 games
defense,3.49,NJD,5on4,last 20 games
cum_dif,12.680000000000001,NJD,5on4,last 20 games
Points,0.91,NJD,5on4,last 10 games
Goals For,0.44,NJD,5on4,last 10 games
Goal Differential,0.53,NJD,5on4,last 10 games
Shooting %,0.53,NJD,5on4,last 10 games
Save %,0.81,NJD,5on4,last 10 games
sv%,1.0,NJD,5on4,last 10 games
Blocked shot attempt %,0.7,NJD,5on4,last 10 games
Blocked shot attempt % against,0.11,NJD,5on4,last 10 games
Expected Goals For,0.62,NJD,5on4,last 10 games
XG Differential,0.84,NJD,5on4,last 10 games
Shot (FW) Volume,0.06,NJD,5on4,last 10 games
Shot (FW) Differential,0.12,NJD,5on4,last 10 games
Penalty Differential,0.75,NJD,5on4,last 10 games
offense_p60_perc,0.62,NJD,5on4,last 10 games
defense_p60_perc,0.97,NJD,5on4,last 10 games
cum_dif_p60_perc,0.72,NJD,5on4,last 10 games
offense,9.16,NJD,5on4,last 10 games
defense,0.25,NJD,5on4,last 10 games
cum_dif,8.91,NJD,5on4,last 10 games
Points,0.81,NJD,5on4,last 5 games
Goals For,0.47,NJD,5on4,last 5 games
Goal Differential,0.62,NJD,5on4,last 5 games
Shooting %,0.53,NJD,5on4,last 5 games
Save %,0.73,NJD,5on4,last 5 games
sv%,1.0,NJD,5on4,last 5 games
Blocked shot attempt %,0.38,NJD,5on4,last 5 games
Blocked shot attempt % against,0.22,NJD,5on4,last 5 games
Expected Goals For,0.7,NJD,5on4,last 5 games
XG Differential,0.73,NJD,5on4,last 5 games
Shot (FW) Volume,0.19,NJD,5on4,last 5 games
Shot (FW) Differential,0.38,NJD,5on4,last 5 games
Penalty Differential,0.56,NJD,5on4,last 5 games
offense_p60_perc,0.69,NJD,5on4,last 5 games
defense_p60_perc,0.77,NJD,5on4,last 5 games
cum_dif_p60_perc,0.72,NJD,5on4,last 5 games
offense,5.04,NJD,5on4,last 5 games
defense,0.18,NJD,5on4,last 5 games
cum_dif,4.86,NJD,5on4,last 5 games
Points,0.39,NSH,all,all
Goals For,0.27,NSH,all,all
Goal Differential,0.39,NSH,all,all
Shooting %,0.31,NSH,all,all
Save %,0.84,NSH,all,all
sv%,0.912,NSH,all,all
Blocked shot attempt %,0.19,NSH,all,all
Blocked shot attempt % against,0.48,NSH,all,all
Expected Goals For,0.72,NSH,all,all
XG Differential,0.33,NSH,all,all
Shot (FW) Volume,0.44,NSH,all,all
Shot (FW) Differential,0.34,NSH,all,all
Penalty Differential,0.19,NSH,all,all
offense_p60_perc,0.5,NSH,all,all
defense_p60_perc,0.38,NSH,all,all
cum_dif_p60_perc,0.33,NSH,all,all
offense,364.35,NSH,all,all
defense,375.90999999999997,NSH,all,all
cum_dif,-11.559999999999945,NSH,all,all
Points,0.61,NSH,all,last 20 games
Goals For,0.64,NSH,all,last 20 games
Goal Differential,0.69,NSH,all,last 20 games
Shooting %,0.75,NSH,all,last 20 games
Save %,0.72,NSH,all,last 20 games
sv%,0.912,NSH,all,last 20 games
Blocked shot attempt %,0.19,NSH,all,last 20 games
Blocked shot attempt % against,0.48,NSH,all,last 20 games
Expected Goals For,0.75,NSH,all,last 20 games
XG Differential,0.31,NSH,all,last 20 games
Shot (FW) Volume,0.38,NSH,all,last 20 games
Shot (FW) Differential,0.31,NSH,all,last 20 games
Penalty Differential,0.12,NSH,all,last 20 games
offense_p60_perc,0.72,NSH,all,last 20 games
defense_p60_perc,0.38,NSH,all,last 20 games
cum_dif_p60_perc,0.5,NSH,all,last 20 games
offense,136.57,NSH,all,last 20 games
defense,135.81,NSH,all,last 20 games
cum_dif,0.7599999999999909,NSH,all,last 20 games
Points,0.55,NSH,all,last 10 games
Goals For,0.88,NSH,all,last 10 games
Goal Differential,0.61,NSH,all,last 10 games
Shooting %,0.97,NSH,all,last 10 games
Save %,0.31,NSH,all,last 10 games
sv%,0.887,NSH,all,last 10 games
Blocked shot attempt %,0.25,NSH,all,last 10 games
Blocked shot attempt % against,0.66,NSH,all,last 10 games
Expected Goals For,0.67,NSH,all,last 10 games
XG Differential,0.38,NSH,all,last 10 games
Shot (FW) Volume,0.41,NSH,all,last 10 games
Shot (FW) Differential,0.5,NSH,all,last 10 games
Penalty Differential,0.34,NSH,all,last 10 games
offense_p60_perc,0.81,NSH,all,last 10 games
defense_p60_perc,0.31,NSH,all,last 10 games
cum_dif_p60_perc,0.5,NSH,all,last 10 games
offense,71.81,NSH,all,last 10 games
defense,71.14,NSH,all,last 10 games
cum_dif,0.6700000000000017,NSH,all,last 10 games
Points,0.81,NSH,all,last 5 games
Goals For,1.0,NSH,all,last 5 games
Goal Differential,0.91,NSH,all,last 5 games
Shooting %,1.0,NSH,all,last 5 games
Save %,0.56,NSH,all,last 5 games
sv%,0.906,NSH,all,last 5 games
Blocked shot attempt %,0.22,NSH,all,last 5 games
Blocked shot attempt % against,0.72,NSH,all,last 5 games
Expected Goals For,0.78,NSH,all,last 5 games
XG Differential,0.52,NSH,all,last 5 games
Shot (FW) Volume,0.28,NSH,all,last 5 games
Shot (FW) Differential,0.31,NSH,all,last 5 games
Penalty Differential,0.2,NSH,all,last 5 games
offense_p60_perc,0.97,NSH,all,last 5 games
defense_p60_perc,0.41,NSH,all,last 5 games
cum_dif_p60_perc,0.81,NSH,all,last 5 games
offense,44.33,NSH,all,last 5 games
defense,33.980000000000004,NSH,all,last 5 games
cum_dif,10.349999999999994,NSH,all,last 5 games
Points,0.39,NSH,5on5,all
Goals For,0.42,NSH,5on5,all
Goal Differential,0.53,NSH,5on5,all
Shooting %,0.47,NSH,5on5,all
Save %,0.91,NSH,5on5,all
sv%,0.921,NSH,5on5,all
Blocked shot attempt %,0.19,NSH,5on5,all
Blocked shot attempt % against,0.5,NSH,5on5,all
Expected Goals For,0.83,NSH,5on5,all
XG Differential,0.39,NSH,5on5,all
Shot (FW) Volume,0.69,NSH,5on5,all
Shot (FW) Differential,0.34,NSH,5on5,all
Penalty Differential,0.59,NSH,5on5,all
offense_p60_perc,0.66,NSH,5on5,all
defense_p60_perc,0.39,NSH,5on5,all
cum_dif_p60_perc,0.55,NSH,5on5,all
offense,273.82,NSH,5on5,all
defense,269.08000000000004,NSH,5on5,all
cum_dif,4.739999999999952,NSH,5on5,all
Points,0.61,NSH,5on5,last 20 games
Goals For,0.75,NSH,5on5,last 20 games
Goal Differential,0.69,NSH,5on5,last 20 games
Shooting %,0.88,NSH,5on5,last 20 games
Save %,0.8,NSH,5on5,last 20 games
sv%,0.92,NSH,5on5,last 20 games
Blocked shot attempt %,0.19,NSH,5on5,last 20 games
Blocked shot attempt % against,0.38,NSH,5on5,last 20 games
Expected Goals For,0.92,NSH,5on5,last 20 games
XG Differential,0.38,NSH,5on5,last 20 games
Shot (FW) Volume,0.44,NSH,5on5,last 20 games
Shot (FW) Differential,0.28,NSH,5on5,last 20 games
Penalty Differential,0.23,NSH,5on5,last 20 games
offense_p60_perc,0.86,NSH,5on5,last 20 games
defense_p60_perc,0.22,NSH,5on5,last 20 games
cum_dif_p60_perc,0.64,NSH,5on5,last 20 games
offense,108.36,NSH,5on5,last 20 games
defense,101.02000000000001,NSH,5on5,last 20 games
cum_dif,7.339999999999989,NSH,5on5,last 20 games
Points,0.55,NSH,5on5,last 10 games
Goals For,0.69,NSH,5on5,last 10 games
Goal Differential,0.42,NSH,5on5,last 10 games
Shooting %,0.89,NSH,5on5,last 10 games
Save %,0.22,NSH,5on5,last 10 games
sv%,0.886,NSH,5on5,last 10 games
Blocked shot attempt %,0.14,NSH,5on5,last 10 games
Blocked shot attempt % against,0.69,NSH,5on5,last 10 games
Expected Goals For,0.67,NSH,5on5,last 10 games
XG Differential,0.3,NSH,5on5,last 10 games
Shot (FW) Volume,0.34,NSH,5on5,last 10 games
Shot (FW) Differential,0.56,NSH,5on5,last 10 games
Penalty Differential,0.28,NSH,5on5,last 10 games
offense_p60_perc,0.69,NSH,5on5,last 10 games
defense_p60_perc,0.16,NSH,5on5,last 10 games
cum_dif_p60_perc,0.38,NSH,5on5,last 10 games
offense,51.879999999999995,NSH,5on5,last 10 games
defense,55.93,NSH,5on5,last 10 games
cum_dif,-4.050000000000004,NSH,5on5,last 10 games
Points,0.81,NSH,5on5,last 5 games
Goals For,1.0,NSH,5on5,last 5 games
Goal Differential,0.91,NSH,5on5,last 5 games
Shooting %,1.0,NSH,5on5,last 5 games
Save %,0.62,NSH,5on5,last 5 games
sv%,0.917,NSH,5on5,last 5 games
Blocked shot attempt %,0.09,NSH,5on5,last 5 games
Blocked shot attempt % against,0.83,NSH,5on5,last 5 games
Expected Goals For,0.86,NSH,5on5,last 5 games
XG Differential,0.59,NSH,5on5,last 5 games
Shot (FW) Volume,0.25,NSH,5on5,last 5 games
Shot (FW) Differential,0.34,NSH,5on5,last 5 games
Penalty Differential,0.12,NSH,5on5,last 5 games
offense_p60_perc,0.91,NSH,5on5,last 5 games
defense_p60_perc,0.56,NSH,5on5,last 5 games
cum_dif_p60_perc,0.88,NSH,5on5,last 5 games
offense,31.380000000000003,NSH,5on5,last 5 games
defense,23.490000000000002,NSH,5on5,last 5 games
cum_dif,7.890000000000001,NSH,5on5,last 5 games
Points,0.39,NSH,4on5,all
Goals For,0.16,NSH,4on5,all
Goal Differential,0.47,NSH,4on5,all
Shooting %,0.31,NSH,4on5,all
Save %,0.75,NSH,4on5,all
sv%,0.882,NSH,4on5,all
Blocked shot attempt %,0.38,NSH,4on5,all
Blocked shot attempt % against,0.58,NSH,4on5,all
Expected Goals For,0.47,NSH,4on5,all
XG Differential,0.39,NSH,4on5,all
Shot (FW) Volume,0.31,NSH,4on5,all
Shot (FW) Differential,0.22,NSH,4on5,all
Penalty Differential,0.22,NSH,4on5,all
offense_p60_perc,0.23,NSH,4on5,all
defense_p60_perc,0.53,NSH,4on5,all
cum_dif_p60_perc,0.41,NSH,4on5,all
offense,8.5,NSH,4on5,all
defense,74.45,NSH,4on5,all
cum_dif,-65.95,NSH,4on5,all
Points,0.61,NSH,4on5,last 20 games
Goals For,0.27,NSH,4on5,last 20 games
Goal Differential,0.41,NSH,4on5,last 20 games
Shooting %,0.52,NSH,4on5,last 20 games
Save %,0.59,NSH,4on5,last 20 games
sv%,0.883,NSH,4on5,last 20 games
Blocked shot attempt %,0.12,NSH,4on5,last 20 games
Blocked shot attempt % against,0.81,NSH,4on5,last 20 games
Expected Goals For,0.39,NSH,4on5,last 20 games
XG Differential,0.69,NSH,4on5,last 20 games
Shot (FW) Volume,0.25,NSH,4on5,last 20 games
Shot (FW) Differential,0.56,NSH,4on5,last 20 games
Penalty Differential,0.38,NSH,4on5,last 20 games
offense_p60_perc,0.38,NSH,4on5,last 20 games
defense_p60_perc,0.75,NSH,4on5,last 20 games
cum_dif_p60_perc,0.62,NSH,4on5,last 20 games
offense,2.76,NSH,4on5,last 20 games
defense,23.34,NSH,4on5,last 20 games
cum_dif,-20.58,NSH,4on5,last 20 games
Points,0.55,NSH,4on5,last 10 games
Goals For,0.53,NSH,4on5,last 10 games
Goal Differential,0.59,NSH,4on5,last 10 games
Shooting %,0.78,NSH,4on5,last 10 games
Save %,0.62,NSH,4on5,last 10 games
sv%,0.889,NSH,4on5,last 10 games
Blocked shot attempt %,0.31,NSH,4on5,last 10 games
Blocked shot attempt % against,0.56,NSH,4on5,last 10 games
Expected Goals For,0.7,NSH,4on5,last 10 games
XG Differential,0.81,NSH,4on5,last 10 games
Shot (FW) Volume,0.25,NSH,4on5,last 10 games
Shot (FW) Differential,0.44,NSH,4on5,last 10 games
Penalty Differential,0.34,NSH,4on5,last 10 games
offense_p60_perc,0.7,NSH,4on5,last 10 games
defense_p60_perc,0.66,NSH,4on5,last 10 games
cum_dif_p60_perc,0.72,NSH,4on5,last 10 games
offense,2.4699999999999998,NSH,4on5,last 10 games
defense,10.059999999999999,NSH,4on5,last 10 games
cum_dif,-7.589999999999999,NSH,4on5,last 10 games
Points,0.81,NSH,4on5,last 5 games
Goals For,0.62,NSH,4on5,last 5 games
Goal Differential,0.56,NSH,4on5,last 5 games
Shooting %,0.84,NSH,4on5,last 5 games
Save %,0.45,NSH,4on5,last 5 games
sv%,0.885,NSH,4on5,last 5 games
Blocked shot attempt %,0.31,NSH,4on5,last 5 games
Blocked shot attempt % against,0.45,NSH,4on5,last 5 games
Expected Goals For,0.8,NSH,4on5,last 5 games
XG Differential,0.56,NSH,4on5,last 5 games
Shot (FW) Volume,0.38,NSH,4on5,last 5 games
Shot (FW) Differential,0.62,NSH,4on5,last 5 games
Penalty Differential,0.22,NSH,4on5,last 5 games
offense_p60_perc,0.72,NSH,4on5,last 5 games
defense_p60_perc,0.5,NSH,4on5,last 5 games
cum_dif_p60_perc,0.56,NSH,4on5,last 5 games
offense,2.15,NSH,4on5,last 5 games
defense,6.82,NSH,4on5,last 5 games
cum_dif,-4.67,NSH,4on5,last 5 games
Points,0.39,NSH,5on4,all
Goals For,0.34,NSH,5on4,all
Goal Differential,0.34,NSH,5on4,all
Shooting %,0.41,NSH,5on4,all
Save %,0.5,NSH,5on4,all
sv%,0.909,NSH,5on4,all
Blocked shot attempt %,0.12,NSH,5on4,all
Blocked shot attempt % against,0.25,NSH,5on4,all
Expected Goals For,0.45,NSH,5on4,all
XG Differential,0.28,NSH,5on4,all
Shot (FW) Volume,0.38,NSH,5on4,all
Shot (FW) Differential,0.31,NSH,5on4,all
Penalty Differential,0.03,NSH,5on4,all
offense_p60_perc,0.34,NSH,5on4,all
defense_p60_perc,0.22,NSH,5on4,all
cum_dif_p60_perc,0.28,NSH,5on4,all
offense,64.89,NSH,5on4,all
defense,14.12,NSH,5on4,all
cum_dif,50.77,NSH,5on4,all
Points,0.61,NSH,5on4,last 20 games
Goals For,0.78,NSH,5on4,last 20 games
Goal Differential,0.66,NSH,5on4,last 20 games
Shooting %,0.67,NSH,5on4,last 20 games
Save %,0.44,NSH,5on4,last 20 games
sv%,0.88,NSH,5on4,last 20 games
Blocked shot attempt %,0.5,NSH,5on4,last 20 games
Blocked shot attempt % against,0.38,NSH,5on4,last 20 games
Expected Goals For,0.44,NSH,5on4,last 20 games
XG Differential,0.16,NSH,5on4,last 20 games
Shot (FW) Volume,0.88,NSH,5on4,last 20 games
Shot (FW) Differential,0.53,NSH,5on4,last 20 games
Penalty Differential,0.06,NSH,5on4,last 20 games
offense_p60_perc,0.62,NSH,5on4,last 20 games
defense_p60_perc,0.09,NSH,5on4,last 20 games
cum_dif_p60_perc,0.47,NSH,5on4,last 20 games
offense,21.36,NSH,5on4,last 20 games
defense,6.15,NSH,5on4,last 20 games
cum_dif,15.209999999999999,NSH,5on4,last 20 games
Points,0.55,NSH,5on4,last 10 games
Goals For,0.94,NSH,5on4,last 10 games
Goal Differential,0.91,NSH,5on4,last 10 games
Shooting %,0.91,NSH,5on4,last 10 games
Save %,0.28,NSH,5on4,last 10 games
sv%,0.833,NSH,5on4,last 10 games
Blocked shot attempt %,0.75,NSH,5on4,last 10 games
Blocked shot attempt % against,0.25,NSH,5on4,last 10 games
Expected Goals For,0.84,NSH,5on4,last 10 games
XG Differential,0.64,NSH,5on4,last 10 games
Shot (FW) Volume,0.86,NSH,5on4,last 10 games
Shot (FW) Differential,0.66,NSH,5on4,last 10 games
Penalty Differential,0.56,NSH,5on4,last 10 games
offense_p60_perc,0.94,NSH,5on4,last 10 games
defense_p60_perc,0.09,NSH,5on4,last 10 games
cum_dif_p60_perc,0.84,NSH,5on4,last 10 games
offense,15.620000000000001,NSH,5on4,last 10 games
defense,4.3,NSH,5on4,last 10 games
cum_dif,11.32,NSH,5on4,last 10 games
Points,0.81,NSH,5on4,last 5 games
Goals For,0.97,NSH,5on4,last 5 games
Goal Differential,0.97,NSH,5on4,last 5 games
Shooting %,0.97,NSH,5on4,last 5 games
Save %,0.09,NSH,5on4,last 5 games
sv%,0.714,NSH,5on4,last 5 games
Blocked shot attempt %,0.84,NSH,5on4,last 5 games
Blocked shot attempt % against,0.45,NSH,5on4,last 5 games
Expected Goals For,0.78,NSH,5on4,last 5 games
XG Differential,0.56,NSH,5on4,last 5 games
Shot (FW) Volume,0.66,NSH,5on4,last 5 games
Shot (FW) Differential,0.53,NSH,5on4,last 5 games
Penalty Differential,0.56,NSH,5on4,last 5 games
offense_p60_perc,0.97,NSH,5on4,last 5 games
defense_p60_perc,0.03,NSH,5on4,last 5 games
cum_dif_p60_perc,0.88,NSH,5on4,last 5 games
offense,10.129999999999999,NSH,5on4,last 5 games
defense,3.1,NSH,5on4,last 5 games
cum_dif,7.029999999999999,NSH,5on4,last 5 games
Points,0.56,NYI,all,all
Goals For,0.27,NYI,all,all
Goal Differential,0.59,NYI,all,all
Shooting %,0.38,NYI,all,all
Save %,0.91,NYI,all,all
sv%,0.915,NYI,all,all
Blocked shot attempt %,0.09,NYI,all,all
Blocked shot attempt % against,0.7,NYI,all,all
Expected Goals For,0.33,NYI,all,all
XG Differential,0.33,NYI,all,all
Shot (FW) Volume,0.34,NYI,all,all
Shot (FW) Differential,0.28,NYI,all,all
Penalty Differential,0.41,NYI,all,all
offense_p60_perc,0.31,NYI,all,all
defense_p60_perc,0.69,NYI,all,all
cum_dif_p60_perc,0.44,NYI,all,all
offense,379.57,NYI,all,all
defense,373.2,NYI,all,all
cum_dif,6.3700000000000045,NYI,all,all
Points,0.48,NYI,all,last 20 games
Goals For,0.22,NYI,all,last 20 games
Goal Differential,0.52,NYI,all,last 20 games
Shooting %,0.19,NYI,all,last 20 games
Save %,0.88,NYI,all,last 20 games
sv%,0.917,NYI,all,last 20 games
Blocked shot attempt %,0.03,NYI,all,last 20 games
Blocked shot attempt % against,0.56,NYI,all,last 20 games
Expected Goals For,0.41,NYI,all,last 20 games
XG Differential,0.36,NYI,all,last 20 games
Shot (FW) Volume,0.28,NYI,all,last 20 games
Shot (FW) Differential,0.25,NYI,all,last 20 games
Penalty Differential,0.39,NYI,all,last 20 games
offense_p60_perc,0.27,NYI,all,last 20 games
defense_p60_perc,0.67,NYI,all,last 20 games
cum_dif_p60_perc,0.44,NYI,all,last 20 games
offense,113.9,NYI,all,last 20 games
defense,119.33,NYI,all,last 20 games
cum_dif,-5.429999999999993,NYI,all,last 20 games
Points,0.55,NYI,all,last 10 games
Goals For,0.45,NYI,all,last 10 games
Goal Differential,0.7,NYI,all,last 10 games
Shooting %,0.81,NYI,all,last 10 games
Save %,0.72,NYI,all,last 10 games
sv%,0.915,NYI,all,last 10 games
Blocked shot attempt %,0.19,NYI,all,last 10 games
Blocked shot attempt % against,0.34,NYI,all,last 10 games
Expected Goals For,0.31,NYI,all,last 10 games
XG Differential,0.47,NYI,all,last 10 games
Shot (FW) Volume,0.19,NYI,all,last 10 games
Shot (FW) Differential,0.16,NYI,all,last 10 games
Penalty Differential,0.5,NYI,all,last 10 games
offense_p60_perc,0.45,NYI,all,last 10 games
defense_p60_perc,0.66,NYI,all,last 10 games
cum_dif_p60_perc,0.55,NYI,all,last 10 games
offense,63.16,NYI,all,last 10 games
defense,60.2,NYI,all,last 10 games
cum_dif,2.9599999999999937,NYI,all,last 10 games
Points,0.66,NYI,all,last 5 games
Goals For,0.41,NYI,all,last 5 games
Goal Differential,0.64,NYI,all,last 5 games
Shooting %,0.7,NYI,all,last 5 games
Save %,0.77,NYI,all,last 5 games
sv%,0.921,NYI,all,last 5 games
Blocked shot attempt %,0.19,NYI,all,last 5 games
Blocked shot attempt % against,0.5,NYI,all,last 5 games
Expected Goals For,0.23,NYI,all,last 5 games
