season,team,GP,PTS,W,L,OTL,final_G,final_GA,situation,toi,gf,ga,g_dif,gf%,xgf,xga,xg%,pdo,shooting%,sv%,shooting%_ag,sv%_ag,Conference,Division,playoffs,hdsc,hdsca,hdsc%,sc,sca,sc%,asd,asda,fwf,fwa,fenwick%,cf,ca,corsi%,shots,shots_ag,mdsc,adsc,ldsc,mdsca,adsca,ldsca,point_shot,point_shots_ag,pshot_perc,pshot_perc_ag,blocks,blocks_ag,miss,miss_ag,miss_perc,miss_perc_ag,block%,block%_ag,penalties,penalty_mins,penalties_ag,penalty_mins_ag,faceoff_w,faceoff_l,hits,takeaways,giveaways,dz_giveaways,hits_ag,takeaways_ag,giveaways_ag,dz_giveaways_ag,oz_takeaways,oz_takeaways_ag,xg_dif,fwf_dif,hdsc_dif,gf_p60,ga_p60,g_dif_p60,xgf_p60,xga_p60,hdsc_p60,hdsca_p60,sc_p60,sca_p60,fwf_p60,fwa_p60,cf_p60,ca_p60,shots_p60,shots_ag_p60,mdsc_p60,adsc_p60,ldsc_p60,mdsca_p60,adsca_p60,ldsca_p60,point_shot_p60,point_shot_ag_p60,miss_p60,miss_ag_p60,blocks_p60,blocks_ag_p60,penalties_p60,penalties_ag_p60,hits_p60,takeaways_p60,giveaways_p60,dz_giveaways_p60,hits_ag_p60,takeaways_ag_p60,giveaways_ag_p60,dz_giveaways_ag_p60,xg_dif_p60,fwf_dif_p60,hdsc_dif_p60,oz_takeaways_p60,oz_takeaways_ag_p60,PTS_perc,W_perc,gf_p60_perc,g_dif_p60_perc,gf%_perc,xg%_perc,xgf_p60_perc,xg_dif_p60_perc,ga_p60_perc,xga_p60_perc,hdsc%_perc,hdsc_dif_p60_perc,sc%_perc,asd_perc,asda_perc,pdo_perc,shooting%_perc,sv%_perc,sv%_ag_perc,shooting%_ag_perc,hdsc_p60_perc,sc_p60_perc,hdsca_p60_perc,sca_p60_perc,fenwick%_perc,fwf_p60_perc,fwa_p60_perc,fwf_dif_p60_perc,corsi%_perc,cf_p60_perc,ca_p60_perc,mdsc_p60_perc,adsc_p60_perc,ldsc_p60_perc,adsca_p60_perc,mdsca_p60_perc,ldsca_p60_perc,blocks_p60_perc,blocks_ag_p60_perc,block%_perc,block%_ag_perc,hits_p60_perc,hits_ag_p60_perc,point_shot_p60_perc,point_shot_ag_p60_perc,pshot_perc_perc,pshot_perc_ag_perc,takeaways_p60_perc,takeaways_ag_p60_perc,giveaways_p60_perc,giveaways_ag_p60_perc,dz_giveaways_p60_perc,dz_giveaways_ag_p60_perc,penalties_p60_perc,penalties_ag_p60_perc,faceoff_w_perc,faceoff_l_perc,penalty_mins_perc,penalty_mins_ag_perc,miss_ag_p60_perc,miss_p60_perc,miss_perc_perc,miss_perc_ag_perc,oz_takeaways_ag_p60_perc,oz_takeaways_p60_perc,shots_ag_p60_perc,shots_p60_perc,point_shot_ag
20232024,CBJ,2.0,2.0,1.0,1.0,0.0,7.0,7.0,5on4,8.466666666666667,1.0,0.0,1.0,1.0,0.71,0.0,1.0,1.167,0.167,1.0,0.0,0.833,east,metro,none,3.0,3.0,0.5,6.0,3.0,0.667,2.583,4.0,12.0,5.0,0.706,16.0,5.0,0.762,6.0,5.0,3.0,4.0,2.0,0.0,0.0,0.0,3.0,,0.25,0.0,4.0,0.0,6.0,0.0,0.375,0.0,0.25,0.0,3.0,6.0,0.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.71,7.0,0.0,7.087,0.0,7.087,5.031,0.0,21.26,21.26,42.52,21.26,85.039,35.433,113.386,35.433,42.52,35.433,21.26,28.346,14.173,0.0,0.0,0.0,21.26,0.0,42.52,0.0,28.346,0.0,21.26,0.0,0.0,7.087,0.0,0.0,7.087,35.433,0.0,0.0,5.031,49.606,0.0,0.0,7.087,0.48,0.53,0.62,0.69,0.69,0.8,0.81,0.81,0.64,0.75,0.09,0.12,0.14,0.28,0.09,0.84,0.75,0.73,0.75,0.64,0.75,0.66,0.03,0.06,0.22,0.69,0.06,0.34,0.762,0.59,0.06,0.47,0.59,0.91,0.67,0.73,0.66,0.56,0.34,0.73,0.33,0.28,0.56,0.28,0.33,0.33,0.3,0.94,0.03,0.92,0.27,0.55,0.3,0.12,0.31,0.41,0.66,0.95,0.72,0.31,0.09,0.14,0.29,0.03,0.44,0.03,0.44,0.0
20232024,CBJ,2.0,2.0,1.0,1.0,0.0,7.0,7.0,5on5,94.11666666666667,6.0,6.0,0.0,0.5,2.33,3.86,0.376,1.031,0.125,0.906,0.094,0.875,east,metro,none,13.0,18.0,0.419,35.0,43.0,0.449,2.556,2.505,65.0,96.0,0.404,90.0,139.0,0.393,48.0,64.0,22.0,15.0,13.0,25.0,33.0,15.0,16.0,,0.25,0.271,25.0,43.0,17.0,32.0,0.189,0.23,0.278,0.309,4.0,8.0,6.0,12.0,46.0,49.0,26.0,13.0,12.0,7.0,16.0,8.0,7.0,2.0,8.0,4.0,-1.5299999999999998,-31.0,-5.0,3.825,3.825,0.0,1.485,2.461,8.288,11.475,22.313,27.413,41.438,61.201,57.376,88.613,30.6,40.8,14.025,9.563,8.288,15.938,21.038,9.563,10.2,16.575,10.838,20.4,15.938,27.413,2.55,3.825,16.575,8.288,7.65,4.463,10.2,5.1,4.463,1.275,-0.975,-19.763,-3.188,5.1,2.55,0.48,0.53,0.78,0.5,0.5,0.18,0.66,0.16,0.22,0.09,0.22,0.22,0.25,0.81,0.31,0.69,0.86,0.41,0.86,0.41,0.56,0.84,0.06,0.03,0.12,0.31,0.03,0.12,0.393,0.38,0.03,0.88,0.09,0.62,0.06,0.12,0.22,0.66,1.0,0.56,0.83,0.19,1.0,0.69,1.0,0.66,0.5,0.62,0.81,0.78,0.06,0.56,0.03,0.81,0.31,0.52,0.36,0.25,0.61,0.97,0.75,0.73,0.72,0.47,0.91,0.03,0.59,26.0
20232024,CBJ,2.0,2.0,1.0,1.0,0.0,7.0,7.0,all,120.0,7.0,7.0,0.0,0.5,3.03,4.72,0.391,1.041,0.13,0.911,0.089,0.87,east,metro,none,16.0,22.0,0.421,42.0,54.0,0.438,2.566,2.561,78.0,114.0,0.406,108.0,167.0,0.393,54.0,79.0,26.0,19.0,15.0,32.0,37.0,16.0,19.0,,0.24,0.246,30.0,53.0,24.0,35.0,0.222,0.21,0.278,0.317,7.0,14.0,6.0,12.0,54.0,59.0,27.0,18.0,12.0,7.0,18.0,15.0,8.0,2.0,8.0,7.0,-1.69,-36.0,-6.0,3.5,3.5,0.0,1.515,2.36,8.0,11.0,21.0,27.0,39.0,57.0,54.0,83.5,27.0,39.5,13.0,9.5,7.5,16.0,18.5,8.0,9.5,14.0,12.0,17.5,15.0,26.5,3.5,3.0,13.5,9.0,6.0,3.5,9.0,7.5,4.0,1.0,-0.845,-18.0,-3.0,4.0,3.5,0.48,0.53,0.64,0.5,0.5,0.18,0.59,0.16,0.45,0.09,0.19,0.19,0.19,0.66,0.44,0.94,0.81,0.59,0.81,0.59,0.3,0.45,0.16,0.06,0.12,0.28,0.06,0.08,0.393,0.23,0.06,0.58,0.05,0.77,0.19,0.09,0.23,0.72,1.0,0.59,0.88,0.16,1.0,0.72,0.92,0.55,0.53,0.86,0.33,0.88,0.03,0.62,0.05,0.8,0.11,0.31,0.59,0.31,0.84,0.94,0.66,0.52,0.41,0.19,0.91,0.06,0.25,28.0
20232024,CBJ,2.0,2.0,1.0,1.0,0.0,7.0,7.0,other,8.799999999999999,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,east,metro,none,0.0,0.0,,1.0,1.0,0.5,3.0,2.5,1.0,2.0,0.333,2.0,5.0,0.286,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,3.0,1.0,0.0,0.5,0.0,0.5,0.6,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.818,6.818,6.818,13.636,13.636,34.091,0.0,13.636,6.818,0.0,0.0,6.818,6.818,0.0,0.0,0.0,6.818,0.0,6.818,20.455,0.0,0.0,0.0,13.636,0.0,0.0,6.818,6.818,0.0,0.0,0.0,-6.818,0.0,0.0,6.818,0.48,0.53,0.39,0.52,,,0.22,0.52,0.64,0.81,,0.52,0.46,0.56,0.62,0.59,0.39,0.72,0.89,0.64,0.22,0.28,0.8,0.66,0.17,0.06,0.81,0.41,0.286,0.19,0.59,0.5,0.16,0.41,0.66,0.56,0.62,0.53,0.78,0.08,0.97,0.36,0.34,0.73,0.28,0.74,0.25,0.94,0.34,0.64,0.38,0.55,0.48,0.8,0.23,0.25,0.64,0.25,0.78,0.16,0.69,0.19,0.12,0.12,0.45,0.72,0.11,0.0
20232024,CGY,2.0,2.0,1.0,1.0,0.0,7.0,8.0,4on5,10.566666666666666,1.0,0.0,1.0,1.0,0.0,1.02,0.0,1.5,0.5,1.0,0.0,0.5,west,pacific,top3,0.0,7.0,0.0,0.0,18.0,0.0,1.5,2.88,2.0,26.0,0.071,2.0,31.0,0.061,2.0,19.0,0.0,1.0,1.0,11.0,4.0,3.0,2.0,,1.0,0.154,0.0,5.0,0.0,7.0,0.0,0.226,0.0,0.161,1.0,2.0,1.0,2.0,8.0,6.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.02,-24.0,-7.0,5.678,0.0,5.678,0.0,5.792,0.0,39.748,0.0,102.208,11.356,147.634,11.356,176.025,11.356,107.886,0.0,5.678,5.678,62.461,22.713,17.035,11.356,22.713,0.0,39.748,0.0,28.391,5.678,5.678,11.356,5.678,11.356,11.356,0.0,0.0,0.0,0.0,-5.792,-136.278,-39.748,0.0,0.0,0.48,0.53,0.94,1.0,1.0,0.24,0.28,0.22,0.86,0.25,0.31,0.06,0.15,0.12,0.29,0.94,0.92,0.88,0.77,0.86,0.33,0.17,0.06,0.03,0.23,0.41,0.03,0.03,0.061,0.34,0.09,0.3,0.88,0.97,0.62,0.03,0.06,0.67,0.34,0.69,0.09,0.56,0.75,0.06,0.75,0.05,0.39,0.41,0.67,0.22,0.16,0.22,0.48,0.19,0.34,0.78,0.58,0.77,0.52,0.94,0.73,0.76,0.66,0.59,0.45,0.03,0.56,4.0
20232024,CGY,2.0,2.0,1.0,1.0,0.0,7.0,8.0,5on4,10.983333333333334,2.0,0.0,2.0,1.0,0.52,0.13,0.8,1.2,0.2,1.0,0.0,0.8,west,pacific,top3,3.0,1.0,0.75,9.0,1.0,0.9,2.8,3.0,15.0,2.0,0.882,19.0,2.0,0.905,10.0,1.0,6.0,6.0,0.0,0.0,1.0,0.0,2.0,,0.13,0.0,4.0,0.0,5.0,1.0,0.263,0.5,0.211,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,0.0,0.39,13.0,2.0,10.926,0.0,10.926,2.841,0.71,16.388,5.463,49.165,5.463,81.942,10.926,103.794,10.926,54.628,5.463,32.777,32.777,0.0,0.0,5.463,0.0,10.926,0.0,27.314,5.463,21.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.851,16.388,5.463,5.463,2.131,71.017,10.926,0.0,0.0,0.48,0.53,0.75,0.75,0.69,0.44,0.56,0.53,0.64,0.31,0.31,0.5,0.59,0.66,0.39,0.88,0.8,0.73,0.8,0.64,0.59,0.72,0.28,0.56,0.53,0.66,0.59,0.66,0.905,0.44,0.69,0.66,0.72,0.23,0.12,0.73,0.66,0.81,0.34,0.84,0.33,0.28,0.16,0.5,0.33,0.72,0.3,0.33,0.09,0.92,0.62,0.55,0.66,0.89,0.31,0.41,0.42,0.16,0.72,0.78,0.47,0.31,0.91,0.58,0.44,0.72,0.59,0.0
20232024,CGY,2.0,2.0,1.0,1.0,0.0,7.0,8.0,5on5,92.18333333333334,4.0,8.0,-4.0,0.333,1.88,2.88,0.395,0.915,0.093,0.822,0.178,0.907,west,pacific,top3,5.0,16.0,0.238,28.0,31.0,0.475,2.281,2.516,66.0,69.0,0.489,102.0,95.0,0.518,43.0,45.0,23.0,21.0,15.0,15.0,16.0,15.0,20.0,,0.3,0.29,36.0,26.0,23.0,24.0,0.225,0.253,0.353,0.274,5.0,10.0,6.0,12.0,66.0,47.0,20.0,10.0,16.0,11.0,25.0,13.0,13.0,8.0,4.0,7.0,-1.0,-3.0,-11.0,2.604,5.207,-2.604,1.224,1.875,3.254,10.414,18.225,20.177,42.958,44.911,66.389,61.833,27.988,29.289,14.97,13.668,9.763,9.763,10.414,9.763,13.018,13.018,14.97,15.621,23.432,16.923,3.254,3.905,13.018,6.509,10.414,7.16,16.272,8.461,8.461,5.207,-0.651,-1.953,-7.16,2.604,4.556,0.48,0.53,0.41,0.06,0.19,0.25,0.5,0.22,0.06,0.31,0.09,0.06,0.42,0.09,0.28,0.06,0.5,0.09,0.5,0.09,0.06,0.41,0.12,0.48,0.41,0.44,0.41,0.41,0.518,0.69,0.44,0.91,0.44,0.84,0.91,0.75,0.16,0.12,0.5,0.09,0.44,0.03,0.81,0.38,0.62,0.31,0.69,0.41,0.31,0.44,0.31,0.25,0.56,0.69,0.38,0.94,0.42,0.36,0.61,0.75,0.34,0.41,0.91,0.12,0.62,0.56,0.28,20.0
20232024,CGY,2.0,2.0,1.0,1.0,0.0,7.0,8.0,all,120.0,7.0,8.0,-1.0,0.467,2.51,4.32,0.367,1.0,0.121,0.879,0.121,0.879,west,pacific,top3,8.0,24.0,0.25,37.0,52.0,0.416,2.345,2.637,86.0,99.0,0.465,126.0,131.0,0.49,58.0,66.0,29.0,31.0,16.0,28.0,21.0,18.0,27.0,,0.31,0.242,40.0,32.0,28.0,33.0,0.222,0.252,0.317,0.244,7.0,14.0,7.0,14.0,81.0,60.0,22.0,11.0,18.0,13.0,30.0,17.0,14.0,9.0,4.0,8.0,-1.8100000000000005,-13.0,-16.0,3.5,4.0,-0.5,1.255,2.16,4.0,12.0,18.5,26.0,43.0,49.5,63.0,65.5,29.0,33.0,14.5,15.5,8.0,14.0,10.5,9.0,13.5,12.0,14.0,16.5,20.0,16.0,3.5,3.5,11.0,5.5,9.0,6.5,15.0,8.5,7.0,4.5,-0.905,-6.5,-8.0,2.0,4.0,0.48,0.53,0.64,0.31,0.36,0.14,0.38,0.12,0.27,0.19,0.06,0.03,0.12,0.09,0.2,0.5,0.72,0.33,0.72,0.33,0.09,0.23,0.11,0.12,0.34,0.44,0.19,0.31,0.49,0.56,0.31,0.91,0.59,0.81,0.92,0.3,0.11,0.31,0.36,0.23,0.19,0.03,0.83,0.27,0.62,0.17,0.48,0.33,0.19,0.47,0.28,0.22,0.55,0.8,0.28,0.91,0.56,0.31,0.73,0.83,0.47,0.52,0.88,0.12,0.48,0.38,0.33,24.0
20232024,CGY,2.0,2.0,1.0,1.0,0.0,7.0,8.0,other,6.2666666666666675,0.0,0.0,0.0,,0.1,0.28,0.263,1.0,0.0,1.0,0.0,1.0,west,pacific,top3,0.0,0.0,,0.0,2.0,0.0,2.0,3.0,3.0,2.0,0.6,3.0,3.0,0.5,3.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.333,0.0,0.333,1.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.18000000000000002,1.0,0.0,0.0,0.0,0.0,0.957,2.681,0.0,0.0,0.0,19.149,28.723,19.149,28.723,28.723,28.723,9.574,0.0,28.723,0.0,19.149,0.0,0.0,28.723,0.0,0.0,9.574,0.0,9.574,9.574,0.0,0.0,0.0,0.0,0.0,9.574,9.574,0.0,0.0,-1.723,9.574,0.0,0.0,9.574,0.48,0.53,0.39,0.52,,0.29,0.53,0.25,0.64,0.31,,0.52,0.04,0.13,0.38,0.59,0.39,0.72,0.3,0.64,0.22,0.14,0.8,0.5,0.75,0.5,0.69,0.59,0.5,0.38,0.62,0.25,0.72,0.41,0.86,0.34,0.62,0.78,0.59,0.78,0.81,0.36,0.22,0.12,0.28,0.08,0.25,0.33,0.22,0.64,0.38,0.55,0.48,0.47,0.23,0.5,0.64,0.64,0.78,0.47,0.88,0.88,0.72,0.06,0.45,0.81,0.66,0.0
20232024,CHI,3.0,2.0,1.0,2.0,0.0,7.0,8.0,4on5,14.0,0.0,0.0,0.0,,0.0,0.41,0.0,1.0,0.0,1.0,0.0,1.0,west,central,none,0.0,7.0,0.0,1.0,11.0,0.083,2.0,3.0,4.0,17.0,0.19,4.0,25.0,0.138,4.0,13.0,1.0,0.0,1.0,4.0,5.0,1.0,1.0,,0.25,0.353,0.0,8.0,0.0,4.0,0.0,0.16,0.0,0.32,0.0,0.0,1.0,2.0,5.0,14.0,4.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.41,-13.0,-7.0,0.0,0.0,0.0,0.0,1.757,0.0,30.0,4.286,47.143,17.143,72.857,17.143,107.143,17.143,55.714,4.286,0.0,4.286,17.143,21.429,4.286,4.286,25.714,0.0,17.143,0.0,34.286,0.0,4.286,17.143,0.0,8.571,8.571,0.0,0.0,4.286,0.0,-1.757,-55.714,-30.0,0.0,0.0,0.48,0.53,0.41,0.78,,0.24,0.28,0.5,0.86,0.62,0.31,0.09,0.35,0.16,0.15,0.7,0.41,0.88,0.33,0.86,0.33,0.41,0.12,0.38,0.56,0.59,0.53,0.59,0.138,0.56,0.56,0.62,0.34,0.84,0.69,0.72,0.5,0.67,0.47,0.69,0.53,0.88,0.75,0.22,0.78,0.25,0.84,0.14,0.67,0.28,0.38,0.28,0.48,0.73,0.31,0.52,0.05,0.3,0.52,0.41,0.73,0.76,0.47,0.59,0.45,0.38,0.72,6.0
20232024,CHI,3.0,2.0,1.0,2.0,0.0,7.0,8.0,5on4,24.03333333333333,0.0,1.0,-1.0,0.0,0.87,0.89,0.494,0.833,0.0,0.833,0.167,1.0,west,central,none,13.0,3.0,0.812,18.0,3.0,0.857,3.154,3.0,26.0,7.0,0.788,44.0,8.0,0.846,17.0,6.0,5.0,7.0,1.0,0.0,1.0,1.0,3.0,,0.12,0.143,18.0,1.0,9.0,1.0,0.205,0.125,0.409,0.125,2.0,4.0,1.0,2.0,10.0,12.0,1.0,1.0,1.0,0.0,2.0,4.0,5.0,5.0,0.0,0.0,-0.020000000000000018,19.0,10.0,0.0,2.497,-2.497,2.172,2.222,32.455,7.49,44.938,7.49,64.91,17.476,109.847,19.972,42.441,14.979,12.483,17.476,2.497,0.0,2.497,2.497,7.49,2.497,22.469,2.497,44.938,2.497,4.993,2.497,2.497,2.497,2.497,0.0,4.993,9.986,12.483,12.483,-0.05,47.434,24.965,0.0,0.0,0.48,0.53,0.17,0.06,0.06,0.07,0.38,0.06,0.25,0.03,0.34,0.88,0.48,0.97,0.39,0.41,0.17,0.42,0.17,0.23,0.97,0.69,0.16,0.38,0.34,0.34,0.38,0.31,0.846,0.5,0.41,0.25,0.25,0.47,0.31,0.73,0.28,0.25,0.69,0.25,0.66,0.56,0.72,0.81,0.66,0.78,0.63,0.66,0.28,0.81,0.88,0.55,0.88,0.66,0.62,0.83,0.09,0.81,0.25,0.62,0.53,0.56,0.59,0.58,0.44,0.28,0.41,1.0
20232024,CHI,3.0,2.0,1.0,2.0,0.0,7.0,8.0,5on5,133.88333333333333,6.0,7.0,-1.0,0.462,1.38,1.72,0.445,1.016,0.095,0.921,0.079,0.905,west,central,none,18.0,17.0,0.514,41.0,47.0,0.466,2.467,2.388,95.0,123.0,0.436,126.0,177.0,0.416,63.0,89.0,23.0,35.0,16.0,30.0,50.0,19.0,28.0,,0.29,0.252,31.0,54.0,32.0,34.0,0.254,0.192,0.246,0.305,7.0,14.0,15.0,32.0,35.0,81.0,45.0,17.0,17.0,11.0,44.0,15.0,23.0,12.0,5.0,5.0,-0.3400000000000001,-28.0,1.0,2.689,3.137,-0.448,0.618,0.771,8.067,7.619,18.374,21.063,42.574,55.123,56.467,79.323,28.234,39.885,10.307,15.685,7.17,13.445,22.408,8.515,12.548,13.893,14.341,15.237,13.893,24.2,3.137,6.722,20.167,7.619,7.619,4.93,19.719,6.722,10.307,5.378,-0.152,-12.548,0.448,2.241,2.241,0.48,0.53,0.44,0.34,0.34,0.36,0.19,0.38,0.34,0.81,0.53,0.53,0.34,0.53,0.78,0.66,0.53,0.56,0.53,0.56,0.5,0.44,0.53,0.28,0.19,0.41,0.09,0.16,0.416,0.34,0.09,0.31,0.56,0.41,0.03,0.28,0.38,0.75,0.94,0.84,0.75,0.44,0.72,0.47,0.88,0.42,0.28,0.56,0.62,0.81,0.59,0.5,0.59,0.75,0.88,0.17,0.03,0.52,0.03,0.72,0.44,0.19,0.41,0.59,0.47,0.09,0.31,31.0
20232024,CHI,3.0,2.0,1.0,2.0,0.0,7.0,8.0,all,180.0,7.0,8.0,-1.0,0.467,2.71,3.1,0.466,1.007,0.08,0.927,0.073,0.92,west,central,none,34.0,27.0,0.557,63.0,62.0,0.504,2.642,2.489,128.0,148.0,0.464,179.0,211.0,0.459,87.0,109.0,29.0,42.0,18.0,35.0,56.0,21.0,32.0,,0.25,0.257,51.0,63.0,41.0,39.0,0.229,0.185,0.285,0.299,12.0,30.0,18.0,36.0,51.0,110.0,50.0,19.0,20.0,13.0,46.0,19.0,31.0,19.0,5.0,5.0,-0.3900000000000001,-20.0,7.0,2.333,2.667,-0.333,0.903,1.033,11.333,9.0,21.0,20.667,42.667,49.333,59.667,70.333,29.0,36.333,9.667,14.0,6.0,11.667,18.667,7.0,10.667,12.667,13.667,13.0,17.0,21.0,4.0,6.0,16.667,6.333,6.667,4.333,15.333,6.333,10.333,6.333,-0.13,-6.667,2.333,1.667,1.667,0.48,0.53,0.31,0.38,0.36,0.46,0.19,0.41,0.67,0.66,0.69,0.75,0.56,0.78,0.66,0.55,0.38,0.72,0.38,0.72,0.91,0.45,0.42,0.56,0.31,0.41,0.22,0.28,0.459,0.41,0.12,0.16,0.42,0.39,0.16,0.56,0.42,0.59,0.88,0.47,0.73,0.34,0.78,0.55,0.77,0.47,0.66,0.47,0.67,0.81,0.69,0.47,0.75,0.7,0.73,0.28,0.03,0.95,0.03,0.47,0.53,0.44,0.28,0.72,0.28,0.19,0.33,38.0
20232024,CHI,3.0,2.0,1.0,2.0,0.0,7.0,8.0,other,8.083333333333334,1.0,0.0,1.0,1.0,0.46,0.09,0.836,1.333,0.333,1.0,0.0,0.667,west,central,none,3.0,0.0,1.0,3.0,1.0,0.75,4.0,3.0,3.0,1.0,0.75,5.0,1.0,0.833,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,3.0,12.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.37,2.0,3.0,7.423,0.0,7.423,3.414,0.668,22.268,0.0,22.268,7.423,22.268,7.423,37.113,7.423,22.268,7.423,0.0,0.0,0.0,7.423,0.0,0.0,0.0,0.0,0.0,0.0,14.845,0.0,22.268,7.423,0.0,7.423,0.0,0.0,0.0,0.0,14.845,14.845,2.746,14.845,22.268,0.0,0.0,0.48,0.53,0.81,0.88,0.85,0.79,0.75,0.84,0.64,0.5,0.93,0.88,0.82,0.95,0.38,0.95,0.89,0.72,0.7,0.64,0.59,0.59,0.8,0.62,0.88,0.34,0.88,0.72,0.833,0.52,0.91,0.25,0.16,0.41,0.86,0.47,0.62,0.34,0.23,0.19,0.21,0.36,0.69,0.73,0.28,0.74,0.25,0.69,0.69,0.64,0.88,0.55,1.0,0.22,0.56,0.25,0.42,1.0,0.78,0.16,0.88,0.88,0.12,0.58,0.45,0.84,0.5,0.0
20232024,COL,2.0,4.0,2.0,0.0,0.0,7.0,3.0,4on5,17.316666666666666,0.0,0.0,0.0,,0.3,0.56,0.349,1.0,0.0,1.0,0.0,1.0,west,central,top3,0.0,4.0,0.0,2.0,10.0,0.167,2.333,2.667,5.0,18.0,0.217,6.0,31.0,0.162,3.0,14.0,2.0,0.0,1.0,6.0,6.0,2.0,1.0,,0.2,0.167,1.0,13.0,2.0,4.0,0.333,0.129,0.167,0.419,0.0,0.0,0.0,0.0,1.0,14.0,2.0,3.0,5.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0,-0.26000000000000006,-13.0,-4.0,0.0,0.0,0.0,1.039,1.94,0.0,13.859,6.93,34.649,17.324,62.368,20.789,107.411,10.395,48.508,6.93,0.0,3.465,20.789,20.789,6.93,3.465,10.395,6.93,13.859,3.465,45.043,0.0,0.0,6.93,10.395,17.324,13.859,3.465,0.0,6.93,0.0,-0.901,-45.043,-13.859,3.465,0.0,0.89,0.89,0.41,0.78,,0.74,0.81,0.62,0.86,0.53,0.31,0.38,0.65,0.24,0.55,0.7,0.41,0.88,0.33,0.86,0.33,0.69,0.5,0.62,0.67,0.62,0.75,0.72,0.162,0.66,0.53,0.94,0.34,0.75,0.75,0.56,0.41,0.28,0.72,0.31,0.84,0.38,0.44,0.34,0.34,0.36,0.48,0.72,0.67,0.09,0.56,0.12,0.48,0.73,0.14,0.09,0.05,0.3,0.86,0.34,0.09,0.22,0.25,0.59,0.94,0.53,0.53,3.0
20232024,COL,2.0,4.0,2.0,0.0,0.0,7.0,3.0,5on4,11.9,1.0,0.0,1.0,1.0,0.46,0.05,0.902,1.062,0.062,1.0,0.0,0.938,west,central,top3,5.0,0.0,1.0,7.0,1.0,0.875,2.5,3.0,20.0,2.0,0.909,27.0,2.0,0.931,16.0,2.0,2.0,11.0,2.0,1.0,0.0,0.0,10.0,,0.5,0.0,7.0,0.0,4.0,0.0,0.148,0.0,0.259,0.0,2.0,4.0,2.0,4.0,6.0,5.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.41000000000000003,18.0,5.0,5.042,0.0,5.042,2.319,0.252,25.21,0.0,35.294,5.042,100.84,10.084,136.134,10.084,80.672,10.084,10.084,55.462,10.084,5.042,0.0,0.0,50.42,0.0,20.168,0.0,35.294,0.0,10.084,10.084,0.0,0.0,15.126,0.0,10.084,10.084,0.0,0.0,2.067,90.756,25.21,0.0,0.0,0.89,0.89,0.47,0.56,0.69,0.52,0.41,0.5,0.64,0.41,0.74,0.91,0.56,0.25,0.39,0.66,0.41,0.73,0.41,0.64,0.88,0.41,0.72,0.66,0.73,0.81,0.69,0.84,0.931,0.81,0.78,0.19,0.94,0.78,0.67,0.31,0.66,0.47,0.34,0.62,0.33,0.28,0.5,0.03,0.33,0.09,0.3,0.33,0.25,0.19,0.27,0.55,0.3,0.5,0.97,0.48,0.42,0.81,0.06,0.31,0.59,0.81,0.29,0.58,0.44,0.56,0.91,0.0
