label,value,team,situation,n_games,matchup,home_away
Shooting %,0.77,NYI,all,last 10 games,NYI@MIN,away
Save %,0.72,NYI,all,last 10 games,NYI@MIN,away
sv%,0.915,NYI,all,last 10 games,NYI@MIN,away
Blocked shot attempt %,0.19,NYI,all,last 10 games,NYI@MIN,away
Blocked shot attempt % against,0.38,NYI,all,last 10 games,NYI@MIN,away
Expected Goals For,0.33,NYI,all,last 10 games,NYI@MIN,away
XG Differential,0.47,NYI,all,last 10 games,NYI@MIN,away
Shot (FW) Volume,0.19,NYI,all,last 10 games,NYI@MIN,away
Shot (FW) Differential,0.16,NYI,all,last 10 games,NYI@MIN,away
Penalty Differential,0.48,NYI,all,last 10 games,NYI@MIN,away
offense_p60_perc,0.44,NYI,all,last 10 games,NYI@MIN,away
defense_p60_perc,0.66,NYI,all,last 10 games,NYI@MIN,away
cum_dif_p60_perc,0.53,NYI,all,last 10 games,NYI@MIN,away
offense,63.16,NYI,all,last 10 games,NYI@MIN,away
defense,60.2,NYI,all,last 10 games,NYI@MIN,away
cum_dif,2.9599999999999937,NYI,all,last 10 games,NYI@MIN,away
Points,0.62,NYI,all,last 5 games,NYI@MIN,away
Goals For,0.41,NYI,all,last 5 games,NYI@MIN,away
Goal Differential,0.67,NYI,all,last 5 games,NYI@MIN,away
Shooting %,0.67,NYI,all,last 5 games,NYI@MIN,away
Save %,0.81,NYI,all,last 5 games,NYI@MIN,away
sv%,0.921,NYI,all,last 5 games,NYI@MIN,away
Blocked shot attempt %,0.16,NYI,all,last 5 games,NYI@MIN,away
Blocked shot attempt % against,0.5,NYI,all,last 5 games,NYI@MIN,away
Expected Goals For,0.2,NYI,all,last 5 games,NYI@MIN,away
XG Differential,0.45,NYI,all,last 5 games,NYI@MIN,away
Shot (FW) Volume,0.06,NYI,all,last 5 games,NYI@MIN,away
Shot (FW) Differential,0.19,NYI,all,last 5 games,NYI@MIN,away
Penalty Differential,0.31,NYI,all,last 5 games,NYI@MIN,away
offense_p60_perc,0.23,NYI,all,last 5 games,NYI@MIN,away
defense_p60_perc,0.81,NYI,all,last 5 games,NYI@MIN,away
cum_dif_p60_perc,0.62,NYI,all,last 5 games,NYI@MIN,away
offense,27.4,NYI,all,last 5 games,NYI@MIN,away
defense,26.57,NYI,all,last 5 games,NYI@MIN,away
cum_dif,0.8299999999999983,NYI,all,last 5 games,NYI@MIN,away
Points,0.56,NYI,5on5,all,NYI@MIN,away
Goals For,0.58,NYI,5on5,all,NYI@MIN,away
Goal Differential,0.73,NYI,5on5,all,NYI@MIN,away
Shooting %,0.58,NYI,5on5,all,NYI@MIN,away
Save %,0.88,NYI,5on5,all,NYI@MIN,away
sv%,0.92,NYI,5on5,all,NYI@MIN,away
Blocked shot attempt %,0.11,NYI,5on5,all,NYI@MIN,away
Blocked shot attempt % against,0.56,NYI,5on5,all,NYI@MIN,away
Expected Goals For,0.44,NYI,5on5,all,NYI@MIN,away
XG Differential,0.31,NYI,5on5,all,NYI@MIN,away
Shot (FW) Volume,0.33,NYI,5on5,all,NYI@MIN,away
Shot (FW) Differential,0.28,NYI,5on5,all,NYI@MIN,away
Penalty Differential,0.38,NYI,5on5,all,NYI@MIN,away
offense_p60_perc,0.55,NYI,5on5,all,NYI@MIN,away
defense_p60_perc,0.59,NYI,5on5,all,NYI@MIN,away
cum_dif_p60_perc,0.55,NYI,5on5,all,NYI@MIN,away
offense,292.39,NYI,5on5,all,NYI@MIN,away
defense,285.03999999999996,NYI,5on5,all,NYI@MIN,away
cum_dif,7.350000000000023,NYI,5on5,all,NYI@MIN,away
Points,0.48,NYI,5on5,last 20 games,NYI@MIN,away
Goals For,0.27,NYI,5on5,last 20 games,NYI@MIN,away
Goal Differential,0.61,NYI,5on5,last 20 games,NYI@MIN,away
Shooting %,0.3,NYI,5on5,last 20 games,NYI@MIN,away
Save %,0.88,NYI,5on5,last 20 games,NYI@MIN,away
sv%,0.924,NYI,5on5,last 20 games,NYI@MIN,away
Blocked shot attempt %,0.09,NYI,5on5,last 20 games,NYI@MIN,away
Blocked shot attempt % against,0.44,NYI,5on5,last 20 games,NYI@MIN,away
Expected Goals For,0.56,NYI,5on5,last 20 games,NYI@MIN,away
XG Differential,0.38,NYI,5on5,last 20 games,NYI@MIN,away
Shot (FW) Volume,0.34,NYI,5on5,last 20 games,NYI@MIN,away
Shot (FW) Differential,0.25,NYI,5on5,last 20 games,NYI@MIN,away
Penalty Differential,0.75,NYI,5on5,last 20 games,NYI@MIN,away
offense_p60_perc,0.45,NYI,5on5,last 20 games,NYI@MIN,away
defense_p60_perc,0.66,NYI,5on5,last 20 games,NYI@MIN,away
cum_dif_p60_perc,0.58,NYI,5on5,last 20 games,NYI@MIN,away
offense,93.47999999999999,NYI,5on5,last 20 games,NYI@MIN,away
defense,91.03999999999999,NYI,5on5,last 20 games,NYI@MIN,away
cum_dif,2.4399999999999977,NYI,5on5,last 20 games,NYI@MIN,away
Points,0.58,NYI,5on5,last 10 games,NYI@MIN,away
Goals For,0.64,NYI,5on5,last 10 games,NYI@MIN,away
Goal Differential,0.77,NYI,5on5,last 10 games,NYI@MIN,away
Shooting %,0.84,NYI,5on5,last 10 games,NYI@MIN,away
Save %,0.84,NYI,5on5,last 10 games,NYI@MIN,away
sv%,0.925,NYI,5on5,last 10 games,NYI@MIN,away
Blocked shot attempt %,0.2,NYI,5on5,last 10 games,NYI@MIN,away
Blocked shot attempt % against,0.38,NYI,5on5,last 10 games,NYI@MIN,away
Expected Goals For,0.36,NYI,5on5,last 10 games,NYI@MIN,away
XG Differential,0.36,NYI,5on5,last 10 games,NYI@MIN,away
Shot (FW) Volume,0.19,NYI,5on5,last 10 games,NYI@MIN,away
Shot (FW) Differential,0.16,NYI,5on5,last 10 games,NYI@MIN,away
Penalty Differential,0.52,NYI,5on5,last 10 games,NYI@MIN,away
offense_p60_perc,0.5,NYI,5on5,last 10 games,NYI@MIN,away
defense_p60_perc,0.62,NYI,5on5,last 10 games,NYI@MIN,away
cum_dif_p60_perc,0.62,NYI,5on5,last 10 games,NYI@MIN,away
offense,48.760000000000005,NYI,5on5,last 10 games,NYI@MIN,away
defense,44.91,NYI,5on5,last 10 games,NYI@MIN,away
cum_dif,3.8500000000000085,NYI,5on5,last 10 games,NYI@MIN,away
Points,0.62,NYI,5on5,last 5 games,NYI@MIN,away
Goals For,0.53,NYI,5on5,last 5 games,NYI@MIN,away
Goal Differential,0.81,NYI,5on5,last 5 games,NYI@MIN,away
Shooting %,0.66,NYI,5on5,last 5 games,NYI@MIN,away
Save %,0.81,NYI,5on5,last 5 games,NYI@MIN,away
sv%,0.934,NYI,5on5,last 5 games,NYI@MIN,away
Blocked shot attempt %,0.19,NYI,5on5,last 5 games,NYI@MIN,away
Blocked shot attempt % against,0.41,NYI,5on5,last 5 games,NYI@MIN,away
Expected Goals For,0.41,NYI,5on5,last 5 games,NYI@MIN,away
XG Differential,0.59,NYI,5on5,last 5 games,NYI@MIN,away
Shot (FW) Volume,0.19,NYI,5on5,last 5 games,NYI@MIN,away
Shot (FW) Differential,0.19,NYI,5on5,last 5 games,NYI@MIN,away
Penalty Differential,0.38,NYI,5on5,last 5 games,NYI@MIN,away
offense_p60_perc,0.38,NYI,5on5,last 5 games,NYI@MIN,away
defense_p60_perc,0.89,NYI,5on5,last 5 games,NYI@MIN,away
cum_dif_p60_perc,0.75,NYI,5on5,last 5 games,NYI@MIN,away
offense,21.97,NYI,5on5,last 5 games,NYI@MIN,away
defense,18.85,NYI,5on5,last 5 games,NYI@MIN,away
cum_dif,3.1199999999999974,NYI,5on5,last 5 games,NYI@MIN,away
Points,0.56,NYI,4on5,all,NYI@MIN,away
Goals For,0.34,NYI,4on5,all,NYI@MIN,away
Goal Differential,0.84,NYI,4on5,all,NYI@MIN,away
Shooting %,0.53,NYI,4on5,all,NYI@MIN,away
Save %,1.0,NYI,4on5,all,NYI@MIN,away
sv%,0.902,NYI,4on5,all,NYI@MIN,away
Blocked shot attempt %,0.16,NYI,4on5,all,NYI@MIN,away
Blocked shot attempt % against,0.88,NYI,4on5,all,NYI@MIN,away
Expected Goals For,0.36,NYI,4on5,all,NYI@MIN,away
XG Differential,0.66,NYI,4on5,all,NYI@MIN,away
Shot (FW) Volume,0.16,NYI,4on5,all,NYI@MIN,away
Shot (FW) Differential,0.34,NYI,4on5,all,NYI@MIN,away
Penalty Differential,0.53,NYI,4on5,all,NYI@MIN,away
offense_p60_perc,0.31,NYI,4on5,all,NYI@MIN,away
defense_p60_perc,0.81,NYI,4on5,all,NYI@MIN,away
cum_dif_p60_perc,0.77,NYI,4on5,all,NYI@MIN,away
offense,8.690000000000001,NYI,4on5,all,NYI@MIN,away
defense,60.41,NYI,4on5,all,NYI@MIN,away
cum_dif,-51.72,NYI,4on5,all,NYI@MIN,away
Points,0.48,NYI,4on5,last 20 games,NYI@MIN,away
Goals For,0.39,NYI,4on5,last 20 games,NYI@MIN,away
Goal Differential,0.59,NYI,4on5,last 20 games,NYI@MIN,away
Shooting %,0.73,NYI,4on5,last 20 games,NYI@MIN,away
Save %,0.78,NYI,4on5,last 20 games,NYI@MIN,away
sv%,0.9,NYI,4on5,last 20 games,NYI@MIN,away
Blocked shot attempt %,0.7,NYI,4on5,last 20 games,NYI@MIN,away
Blocked shot attempt % against,0.66,NYI,4on5,last 20 games,NYI@MIN,away
Expected Goals For,0.03,NYI,4on5,last 20 games,NYI@MIN,away
XG Differential,0.22,NYI,4on5,last 20 games,NYI@MIN,away
Shot (FW) Volume,0.09,NYI,4on5,last 20 games,NYI@MIN,away
Shot (FW) Differential,0.19,NYI,4on5,last 20 games,NYI@MIN,away
Penalty Differential,0.17,NYI,4on5,last 20 games,NYI@MIN,away
offense_p60_perc,0.11,NYI,4on5,last 20 games,NYI@MIN,away
defense_p60_perc,0.61,NYI,4on5,last 20 games,NYI@MIN,away
cum_dif_p60_perc,0.38,NYI,4on5,last 20 games,NYI@MIN,away
offense,1.43,NYI,4on5,last 20 games,NYI@MIN,away
defense,20.08,NYI,4on5,last 20 games,NYI@MIN,away
cum_dif,-18.65,NYI,4on5,last 20 games,NYI@MIN,away
Points,0.58,NYI,4on5,last 10 games,NYI@MIN,away
Goals For,0.59,NYI,4on5,last 10 games,NYI@MIN,away
Goal Differential,0.41,NYI,4on5,last 10 games,NYI@MIN,away
Shooting %,0.98,NYI,4on5,last 10 games,NYI@MIN,away
Save %,0.59,NYI,4on5,last 10 games,NYI@MIN,away
sv%,0.875,NYI,4on5,last 10 games,NYI@MIN,away
Blocked shot attempt %,0.92,NYI,4on5,last 10 games,NYI@MIN,away
Blocked shot attempt % against,0.47,NYI,4on5,last 10 games,NYI@MIN,away
Expected Goals For,0.03,NYI,4on5,last 10 games,NYI@MIN,away
XG Differential,0.22,NYI,4on5,last 10 games,NYI@MIN,away
Shot (FW) Volume,0.06,NYI,4on5,last 10 games,NYI@MIN,away
Shot (FW) Differential,0.16,NYI,4on5,last 10 games,NYI@MIN,away
Penalty Differential,0.25,NYI,4on5,last 10 games,NYI@MIN,away
offense_p60_perc,0.33,NYI,4on5,last 10 games,NYI@MIN,away
defense_p60_perc,0.41,NYI,4on5,last 10 games,NYI@MIN,away
cum_dif_p60_perc,0.28,NYI,4on5,last 10 games,NYI@MIN,away
offense,1.22,NYI,4on5,last 10 games,NYI@MIN,away
defense,11.58,NYI,4on5,last 10 games,NYI@MIN,away
cum_dif,-10.36,NYI,4on5,last 10 games,NYI@MIN,away
Points,0.62,NYI,4on5,last 5 games,NYI@MIN,away
Goals For,0.77,NYI,4on5,last 5 games,NYI@MIN,away
Goal Differential,0.48,NYI,4on5,last 5 games,NYI@MIN,away
Shooting %,0.95,NYI,4on5,last 5 games,NYI@MIN,away
Save %,0.34,NYI,4on5,last 5 games,NYI@MIN,away
sv%,0.87,NYI,4on5,last 5 games,NYI@MIN,away
Blocked shot attempt %,0.83,NYI,4on5,last 5 games,NYI@MIN,away
Blocked shot attempt % against,0.56,NYI,4on5,last 5 games,NYI@MIN,away
Expected Goals For,0.33,NYI,4on5,last 5 games,NYI@MIN,away
XG Differential,0.34,NYI,4on5,last 5 games,NYI@MIN,away
Shot (FW) Volume,0.55,NYI,4on5,last 5 games,NYI@MIN,away
Shot (FW) Differential,0.31,NYI,4on5,last 5 games,NYI@MIN,away
Penalty Differential,0.36,NYI,4on5,last 5 games,NYI@MIN,away
offense_p60_perc,0.62,NYI,4on5,last 5 games,NYI@MIN,away
defense_p60_perc,0.44,NYI,4on5,last 5 games,NYI@MIN,away
cum_dif_p60_perc,0.41,NYI,4on5,last 5 games,NYI@MIN,away
offense,1.22,NYI,4on5,last 5 games,NYI@MIN,away
defense,6.08,NYI,4on5,last 5 games,NYI@MIN,away
cum_dif,-4.86,NYI,4on5,last 5 games,NYI@MIN,away
Points,0.56,NYI,5on4,all,NYI@MIN,away
Goals For,0.06,NYI,5on4,all,NYI@MIN,away
Goal Differential,0.08,NYI,5on4,all,NYI@MIN,away
Shooting %,0.03,NYI,5on4,all,NYI@MIN,away
Save %,0.53,NYI,5on4,all,NYI@MIN,away
sv%,0.912,NYI,5on4,all,NYI@MIN,away
Blocked shot attempt %,0.28,NYI,5on4,all,NYI@MIN,away
Blocked shot attempt % against,0.62,NYI,5on4,all,NYI@MIN,away
Expected Goals For,0.48,NYI,5on4,all,NYI@MIN,away
XG Differential,0.62,NYI,5on4,all,NYI@MIN,away
Shot (FW) Volume,0.41,NYI,5on4,all,NYI@MIN,away
Shot (FW) Differential,0.44,NYI,5on4,all,NYI@MIN,away
Penalty Differential,0.64,NYI,5on4,all,NYI@MIN,away
offense_p60_perc,0.16,NYI,5on4,all,NYI@MIN,away
defense_p60_perc,0.75,NYI,5on4,all,NYI@MIN,away
cum_dif_p60_perc,0.25,NYI,5on4,all,NYI@MIN,away
offense,61.2,NYI,5on4,all,NYI@MIN,away
defense,8.85,NYI,5on4,all,NYI@MIN,away
cum_dif,52.35,NYI,5on4,all,NYI@MIN,away
Points,0.48,NYI,5on4,last 20 games,NYI@MIN,away
Goals For,0.06,NYI,5on4,last 20 games,NYI@MIN,away
Goal Differential,0.28,NYI,5on4,last 20 games,NYI@MIN,away
Shooting %,0.09,NYI,5on4,last 20 games,NYI@MIN,away
Save %,0.92,NYI,5on4,last 20 games,NYI@MIN,away
sv%,1.0,NYI,5on4,last 20 games,NYI@MIN,away
Blocked shot attempt %,0.19,NYI,5on4,last 20 games,NYI@MIN,away
Blocked shot attempt % against,0.94,NYI,5on4,last 20 games,NYI@MIN,away
Expected Goals For,0.14,NYI,5on4,last 20 games,NYI@MIN,away
XG Differential,0.39,NYI,5on4,last 20 games,NYI@MIN,away
Shot (FW) Volume,0.12,NYI,5on4,last 20 games,NYI@MIN,away
Shot (FW) Differential,0.25,NYI,5on4,last 20 games,NYI@MIN,away
Penalty Differential,0.31,NYI,5on4,last 20 games,NYI@MIN,away
offense_p60_perc,0.06,NYI,5on4,last 20 games,NYI@MIN,away
defense_p60_perc,0.86,NYI,5on4,last 20 games,NYI@MIN,away
cum_dif_p60_perc,0.28,NYI,5on4,last 20 games,NYI@MIN,away
offense,14.14,NYI,5on4,last 20 games,NYI@MIN,away
defense,0.97,NYI,5on4,last 20 games,NYI@MIN,away
cum_dif,13.17,NYI,5on4,last 20 games,NYI@MIN,away
Points,0.58,NYI,5on4,last 10 games,NYI@MIN,away
Goals For,0.5,NYI,5on4,last 10 games,NYI@MIN,away
Goal Differential,0.66,NYI,5on4,last 10 games,NYI@MIN,away
Shooting %,0.44,NYI,5on4,last 10 games,NYI@MIN,away
Save %,0.8,NYI,5on4,last 10 games,NYI@MIN,away
sv%,1.0,NYI,5on4,last 10 games,NYI@MIN,away
Blocked shot attempt %,0.34,NYI,5on4,last 10 games,NYI@MIN,away
Blocked shot attempt % against,0.86,NYI,5on4,last 10 games,NYI@MIN,away
Expected Goals For,0.53,NYI,5on4,last 10 games,NYI@MIN,away
XG Differential,0.55,NYI,5on4,last 10 games,NYI@MIN,away
Shot (FW) Volume,0.25,NYI,5on4,last 10 games,NYI@MIN,away
Shot (FW) Differential,0.38,NYI,5on4,last 10 games,NYI@MIN,away
