label,value,team,situation,n_games,matchup,home_away
Goals For,0.31,CBJ,4on5,last 5 games,CBJ@BUF,away
Goal Differential,0.83,CBJ,4on5,last 5 games,CBJ@BUF,away
Shooting %,0.31,CBJ,4on5,last 5 games,CBJ@BUF,away
Save %,0.92,CBJ,4on5,last 5 games,CBJ@BUF,away
sv%,1.0,CBJ,4on5,last 5 games,CBJ@BUF,away
Blocked shot attempt %,0.38,CBJ,4on5,last 5 games,CBJ@BUF,away
Blocked shot attempt % against,0.19,CBJ,4on5,last 5 games,CBJ@BUF,away
Expected Goals For,0.55,CBJ,4on5,last 5 games,CBJ@BUF,away
XG Differential,0.84,CBJ,4on5,last 5 games,CBJ@BUF,away
Shot (FW) Volume,0.75,CBJ,4on5,last 5 games,CBJ@BUF,away
Shot (FW) Differential,0.78,CBJ,4on5,last 5 games,CBJ@BUF,away
Penalty Differential,0.03,CBJ,4on5,last 5 games,CBJ@BUF,away
offense_p60_perc,0.41,CBJ,4on5,last 5 games,CBJ@BUF,away
defense_p60_perc,0.91,CBJ,4on5,last 5 games,CBJ@BUF,away
cum_dif_p60_perc,0.84,CBJ,4on5,last 5 games,CBJ@BUF,away
offense,0.23,CBJ,4on5,last 5 games,CBJ@BUF,away
defense,0.62,CBJ,4on5,last 5 games,CBJ@BUF,away
cum_dif,-0.39,CBJ,4on5,last 5 games,CBJ@BUF,away
Points,0.03,CBJ,5on4,all,CBJ@BUF,away
Goals For,0.16,CBJ,5on4,all,CBJ@BUF,away
Goal Differential,0.12,CBJ,5on4,all,CBJ@BUF,away
Shooting %,0.12,CBJ,5on4,all,CBJ@BUF,away
Save %,0.28,CBJ,5on4,all,CBJ@BUF,away
sv%,0.875,CBJ,5on4,all,CBJ@BUF,away
Blocked shot attempt %,0.77,CBJ,5on4,all,CBJ@BUF,away
Blocked shot attempt % against,0.69,CBJ,5on4,all,CBJ@BUF,away
Expected Goals For,0.14,CBJ,5on4,all,CBJ@BUF,away
XG Differential,0.09,CBJ,5on4,all,CBJ@BUF,away
Shot (FW) Volume,0.5,CBJ,5on4,all,CBJ@BUF,away
Shot (FW) Differential,0.38,CBJ,5on4,all,CBJ@BUF,away
Penalty Differential,0.64,CBJ,5on4,all,CBJ@BUF,away
offense_p60_perc,0.12,CBJ,5on4,all,CBJ@BUF,away
defense_p60_perc,0.14,CBJ,5on4,all,CBJ@BUF,away
cum_dif_p60_perc,0.09,CBJ,5on4,all,CBJ@BUF,away
offense,49.71,CBJ,5on4,all,CBJ@BUF,away
defense,13.969999999999999,CBJ,5on4,all,CBJ@BUF,away
cum_dif,35.74,CBJ,5on4,all,CBJ@BUF,away
Points,0.22,CBJ,5on4,last 20 games,CBJ@BUF,away
Goals For,0.53,CBJ,5on4,last 20 games,CBJ@BUF,away
Goal Differential,0.31,CBJ,5on4,last 20 games,CBJ@BUF,away
Shooting %,0.41,CBJ,5on4,last 20 games,CBJ@BUF,away
Save %,0.34,CBJ,5on4,last 20 games,CBJ@BUF,away
sv%,0.864,CBJ,5on4,last 20 games,CBJ@BUF,away
Blocked shot attempt %,0.84,CBJ,5on4,last 20 games,CBJ@BUF,away
Blocked shot attempt % against,0.47,CBJ,5on4,last 20 games,CBJ@BUF,away
Expected Goals For,0.38,CBJ,5on4,last 20 games,CBJ@BUF,away
XG Differential,0.22,CBJ,5on4,last 20 games,CBJ@BUF,away
Shot (FW) Volume,0.75,CBJ,5on4,last 20 games,CBJ@BUF,away
Shot (FW) Differential,0.53,CBJ,5on4,last 20 games,CBJ@BUF,away
Penalty Differential,0.69,CBJ,5on4,last 20 games,CBJ@BUF,away
offense_p60_perc,0.47,CBJ,5on4,last 20 games,CBJ@BUF,away
defense_p60_perc,0.14,CBJ,5on4,last 20 games,CBJ@BUF,away
cum_dif_p60_perc,0.23,CBJ,5on4,last 20 games,CBJ@BUF,away
offense,17.89,CBJ,5on4,last 20 games,CBJ@BUF,away
defense,5.62,CBJ,5on4,last 20 games,CBJ@BUF,away
cum_dif,12.27,CBJ,5on4,last 20 games,CBJ@BUF,away
Points,0.47,CBJ,5on4,last 10 games,CBJ@BUF,away
Goals For,0.25,CBJ,5on4,last 10 games,CBJ@BUF,away
Goal Differential,0.28,CBJ,5on4,last 10 games,CBJ@BUF,away
Shooting %,0.25,CBJ,5on4,last 10 games,CBJ@BUF,away
Save %,0.52,CBJ,5on4,last 10 games,CBJ@BUF,away
sv%,0.917,CBJ,5on4,last 10 games,CBJ@BUF,away
Blocked shot attempt %,0.81,CBJ,5on4,last 10 games,CBJ@BUF,away
Blocked shot attempt % against,0.45,CBJ,5on4,last 10 games,CBJ@BUF,away
Expected Goals For,0.27,CBJ,5on4,last 10 games,CBJ@BUF,away
XG Differential,0.28,CBJ,5on4,last 10 games,CBJ@BUF,away
Shot (FW) Volume,0.78,CBJ,5on4,last 10 games,CBJ@BUF,away
Shot (FW) Differential,0.72,CBJ,5on4,last 10 games,CBJ@BUF,away
Penalty Differential,0.64,CBJ,5on4,last 10 games,CBJ@BUF,away
offense_p60_perc,0.19,CBJ,5on4,last 10 games,CBJ@BUF,away
defense_p60_perc,0.44,CBJ,5on4,last 10 games,CBJ@BUF,away
cum_dif_p60_perc,0.25,CBJ,5on4,last 10 games,CBJ@BUF,away
offense,8.74,CBJ,5on4,last 10 games,CBJ@BUF,away
defense,2.23,CBJ,5on4,last 10 games,CBJ@BUF,away
cum_dif,6.51,CBJ,5on4,last 10 games,CBJ@BUF,away
Points,0.62,CBJ,5on4,last 5 games,CBJ@BUF,away
Goals For,0.48,CBJ,5on4,last 5 games,CBJ@BUF,away
Goal Differential,0.22,CBJ,5on4,last 5 games,CBJ@BUF,away
Shooting %,0.47,CBJ,5on4,last 5 games,CBJ@BUF,away
Save %,0.16,CBJ,5on4,last 5 games,CBJ@BUF,away
sv%,0.75,CBJ,5on4,last 5 games,CBJ@BUF,away
Blocked shot attempt %,0.69,CBJ,5on4,last 5 games,CBJ@BUF,away
Blocked shot attempt % against,0.84,CBJ,5on4,last 5 games,CBJ@BUF,away
Expected Goals For,0.31,CBJ,5on4,last 5 games,CBJ@BUF,away
XG Differential,0.34,CBJ,5on4,last 5 games,CBJ@BUF,away
Shot (FW) Volume,0.69,CBJ,5on4,last 5 games,CBJ@BUF,away
Shot (FW) Differential,0.75,CBJ,5on4,last 5 games,CBJ@BUF,away
Penalty Differential,0.59,CBJ,5on4,last 5 games,CBJ@BUF,away
offense_p60_perc,0.38,CBJ,5on4,last 5 games,CBJ@BUF,away
defense_p60_perc,0.31,CBJ,5on4,last 5 games,CBJ@BUF,away
cum_dif_p60_perc,0.31,CBJ,5on4,last 5 games,CBJ@BUF,away
offense,3.88,CBJ,5on4,last 5 games,CBJ@BUF,away
defense,1.3,CBJ,5on4,last 5 games,CBJ@BUF,away
cum_dif,2.58,CBJ,5on4,last 5 games,CBJ@BUF,away
Points,0.48,CGY,all,all,BOS@CGY,home
Goals For,0.56,CGY,all,all,BOS@CGY,home
Goal Differential,0.5,CGY,all,all,BOS@CGY,home
Shooting %,0.12,CGY,all,all,BOS@CGY,home
Save %,0.12,CGY,all,all,BOS@CGY,home
sv%,0.887,CGY,all,all,BOS@CGY,home
Blocked shot attempt %,0.45,CGY,all,all,BOS@CGY,home
Blocked shot attempt % against,0.38,CGY,all,all,BOS@CGY,home
Expected Goals For,0.59,CGY,all,all,BOS@CGY,home
XG Differential,0.73,CGY,all,all,BOS@CGY,home
Shot (FW) Volume,0.94,CGY,all,all,BOS@CGY,home
Shot (FW) Differential,0.97,CGY,all,all,BOS@CGY,home
Penalty Differential,0.19,CGY,all,all,BOS@CGY,home
offense_p60_perc,0.58,CGY,all,all,BOS@CGY,home
defense_p60_perc,0.66,CGY,all,all,BOS@CGY,home
cum_dif_p60_perc,0.66,CGY,all,all,BOS@CGY,home
offense,386.96000000000004,CGY,all,all,BOS@CGY,home
defense,360.69,CGY,all,all,BOS@CGY,home
cum_dif,26.27000000000004,CGY,all,all,BOS@CGY,home
Points,0.39,CGY,all,last 20 games,BOS@CGY,home
Goals For,0.64,CGY,all,last 20 games,BOS@CGY,home
Goal Differential,0.56,CGY,all,last 20 games,BOS@CGY,home
Shooting %,0.28,CGY,all,last 20 games,BOS@CGY,home
Save %,0.06,CGY,all,last 20 games,BOS@CGY,home
sv%,0.867,CGY,all,last 20 games,BOS@CGY,home
Blocked shot attempt %,0.28,CGY,all,last 20 games,BOS@CGY,home
Blocked shot attempt % against,0.45,CGY,all,last 20 games,BOS@CGY,home
Expected Goals For,0.86,CGY,all,last 20 games,BOS@CGY,home
XG Differential,0.94,CGY,all,last 20 games,BOS@CGY,home
Shot (FW) Volume,0.97,CGY,all,last 20 games,BOS@CGY,home
Shot (FW) Differential,0.97,CGY,all,last 20 games,BOS@CGY,home
Penalty Differential,0.52,CGY,all,last 20 games,BOS@CGY,home
offense_p60_perc,0.83,CGY,all,last 20 games,BOS@CGY,home
defense_p60_perc,0.59,CGY,all,last 20 games,BOS@CGY,home
cum_dif_p60_perc,0.8,CGY,all,last 20 games,BOS@CGY,home
offense,142.23000000000002,CGY,all,last 20 games,BOS@CGY,home
defense,125.36,CGY,all,last 20 games,BOS@CGY,home
cum_dif,16.87000000000002,CGY,all,last 20 games,BOS@CGY,home
Points,0.23,CGY,all,last 10 games,BOS@CGY,home
Goals For,0.47,CGY,all,last 10 games,BOS@CGY,home
Goal Differential,0.45,CGY,all,last 10 games,BOS@CGY,home
Shooting %,0.38,CGY,all,last 10 games,BOS@CGY,home
Save %,0.03,CGY,all,last 10 games,BOS@CGY,home
sv%,0.848,CGY,all,last 10 games,BOS@CGY,home
Blocked shot attempt %,0.09,CGY,all,last 10 games,BOS@CGY,home
Blocked shot attempt % against,0.81,CGY,all,last 10 games,BOS@CGY,home
Expected Goals For,0.75,CGY,all,last 10 games,BOS@CGY,home
XG Differential,0.84,CGY,all,last 10 games,BOS@CGY,home
Shot (FW) Volume,0.91,CGY,all,last 10 games,BOS@CGY,home
Shot (FW) Differential,1.0,CGY,all,last 10 games,BOS@CGY,home
Penalty Differential,0.77,CGY,all,last 10 games,BOS@CGY,home
offense_p60_perc,0.7,CGY,all,last 10 games,BOS@CGY,home
defense_p60_perc,0.58,CGY,all,last 10 games,BOS@CGY,home
cum_dif_p60_perc,0.66,CGY,all,last 10 games,BOS@CGY,home
offense,68.74000000000001,CGY,all,last 10 games,BOS@CGY,home
defense,62.65,CGY,all,last 10 games,BOS@CGY,home
cum_dif,6.0900000000000105,CGY,all,last 10 games,BOS@CGY,home
Points,0.45,CGY,all,last 5 games,BOS@CGY,home
Goals For,0.62,CGY,all,last 5 games,BOS@CGY,home
Goal Differential,0.48,CGY,all,last 5 games,BOS@CGY,home
Shooting %,0.34,CGY,all,last 5 games,BOS@CGY,home
Save %,0.03,CGY,all,last 5 games,BOS@CGY,home
sv%,0.843,CGY,all,last 5 games,BOS@CGY,home
Blocked shot attempt %,0.03,CGY,all,last 5 games,BOS@CGY,home
Blocked shot attempt % against,0.84,CGY,all,last 5 games,BOS@CGY,home
Expected Goals For,0.88,CGY,all,last 5 games,BOS@CGY,home
XG Differential,0.94,CGY,all,last 5 games,BOS@CGY,home
Shot (FW) Volume,0.94,CGY,all,last 5 games,BOS@CGY,home
Shot (FW) Differential,0.97,CGY,all,last 5 games,BOS@CGY,home
Penalty Differential,1.0,CGY,all,last 5 games,BOS@CGY,home
offense_p60_perc,0.69,CGY,all,last 5 games,BOS@CGY,home
defense_p60_perc,0.73,CGY,all,last 5 games,BOS@CGY,home
cum_dif_p60_perc,0.78,CGY,all,last 5 games,BOS@CGY,home
offense,36.06,CGY,all,last 5 games,BOS@CGY,home
defense,29.130000000000003,CGY,all,last 5 games,BOS@CGY,home
cum_dif,6.93,CGY,all,last 5 games,BOS@CGY,home
Points,0.48,CGY,5on5,all,BOS@CGY,home
Goals For,0.73,CGY,5on5,all,BOS@CGY,home
Goal Differential,0.61,CGY,5on5,all,BOS@CGY,home
Shooting %,0.28,CGY,5on5,all,BOS@CGY,home
Save %,0.14,CGY,5on5,all,BOS@CGY,home
sv%,0.896,CGY,5on5,all,BOS@CGY,home
Blocked shot attempt %,0.55,CGY,5on5,all,BOS@CGY,home
Blocked shot attempt % against,0.38,CGY,5on5,all,BOS@CGY,home
Expected Goals For,0.64,CGY,5on5,all,BOS@CGY,home
XG Differential,0.84,CGY,5on5,all,BOS@CGY,home
Shot (FW) Volume,0.94,CGY,5on5,all,BOS@CGY,home
Shot (FW) Differential,0.97,CGY,5on5,all,BOS@CGY,home
Penalty Differential,0.77,CGY,5on5,all,BOS@CGY,home
offense_p60_perc,0.62,CGY,5on5,all,BOS@CGY,home
defense_p60_perc,0.72,CGY,5on5,all,BOS@CGY,home
cum_dif_p60_perc,0.75,CGY,5on5,all,BOS@CGY,home
offense,286.51,CGY,5on5,all,BOS@CGY,home
defense,255.26,CGY,5on5,all,BOS@CGY,home
cum_dif,31.25,CGY,5on5,all,BOS@CGY,home
Points,0.39,CGY,5on5,last 20 games,BOS@CGY,home
Goals For,0.67,CGY,5on5,last 20 games,BOS@CGY,home
Goal Differential,0.56,CGY,5on5,last 20 games,BOS@CGY,home
Shooting %,0.19,CGY,5on5,last 20 games,BOS@CGY,home
Save %,0.09,CGY,5on5,last 20 games,BOS@CGY,home
sv%,0.879,CGY,5on5,last 20 games,BOS@CGY,home
Blocked shot attempt %,0.47,CGY,5on5,last 20 games,BOS@CGY,home
Blocked shot attempt % against,0.34,CGY,5on5,last 20 games,BOS@CGY,home
Expected Goals For,0.7,CGY,5on5,last 20 games,BOS@CGY,home
XG Differential,0.91,CGY,5on5,last 20 games,BOS@CGY,home
Shot (FW) Volume,0.94,CGY,5on5,last 20 games,BOS@CGY,home
Shot (FW) Differential,0.97,CGY,5on5,last 20 games,BOS@CGY,home
Penalty Differential,1.0,CGY,5on5,last 20 games,BOS@CGY,home
offense_p60_perc,0.66,CGY,5on5,last 20 games,BOS@CGY,home
defense_p60_perc,0.62,CGY,5on5,last 20 games,BOS@CGY,home
cum_dif_p60_perc,0.75,CGY,5on5,last 20 games,BOS@CGY,home
offense,103.0,CGY,5on5,last 20 games,BOS@CGY,home
defense,92.25999999999999,CGY,5on5,last 20 games,BOS@CGY,home
cum_dif,10.740000000000009,CGY,5on5,last 20 games,BOS@CGY,home
Points,0.23,CGY,5on5,last 10 games,BOS@CGY,home
Goals For,0.44,CGY,5on5,last 10 games,BOS@CGY,home
Goal Differential,0.53,CGY,5on5,last 10 games,BOS@CGY,home
Shooting %,0.31,CGY,5on5,last 10 games,BOS@CGY,home
Save %,0.06,CGY,5on5,last 10 games,BOS@CGY,home
sv%,0.865,CGY,5on5,last 10 games,BOS@CGY,home
Blocked shot attempt %,0.06,CGY,5on5,last 10 games,BOS@CGY,home
Blocked shot attempt % against,0.88,CGY,5on5,last 10 games,BOS@CGY,home
Expected Goals For,0.52,CGY,5on5,last 10 games,BOS@CGY,home
XG Differential,0.84,CGY,5on5,last 10 games,BOS@CGY,home
Shot (FW) Volume,0.91,CGY,5on5,last 10 games,BOS@CGY,home
Shot (FW) Differential,1.0,CGY,5on5,last 10 games,BOS@CGY,home
Penalty Differential,1.0,CGY,5on5,last 10 games,BOS@CGY,home
offense_p60_perc,0.47,CGY,5on5,last 10 games,BOS@CGY,home
defense_p60_perc,0.69,CGY,5on5,last 10 games,BOS@CGY,home
cum_dif_p60_perc,0.66,CGY,5on5,last 10 games,BOS@CGY,home
offense,46.54,CGY,5on5,last 10 games,BOS@CGY,home
defense,41.54,CGY,5on5,last 10 games,BOS@CGY,home
cum_dif,5.0,CGY,5on5,last 10 games,BOS@CGY,home
Points,0.45,CGY,5on5,last 5 games,BOS@CGY,home
Goals For,0.28,CGY,5on5,last 5 games,BOS@CGY,home
Goal Differential,0.38,CGY,5on5,last 5 games,BOS@CGY,home
Shooting %,0.17,CGY,5on5,last 5 games,BOS@CGY,home
Save %,0.17,CGY,5on5,last 5 games,BOS@CGY,home
sv%,0.87,CGY,5on5,last 5 games,BOS@CGY,home
Blocked shot attempt %,0.05,CGY,5on5,last 5 games,BOS@CGY,home
Blocked shot attempt % against,0.81,CGY,5on5,last 5 games,BOS@CGY,home
Expected Goals For,0.8,CGY,5on5,last 5 games,BOS@CGY,home
XG Differential,0.88,CGY,5on5,last 5 games,BOS@CGY,home
Shot (FW) Volume,0.88,CGY,5on5,last 5 games,BOS@CGY,home
Shot (FW) Differential,0.97,CGY,5on5,last 5 games,BOS@CGY,home
Penalty Differential,1.0,CGY,5on5,last 5 games,BOS@CGY,home
offense_p60_perc,0.56,CGY,5on5,last 5 games,BOS@CGY,home
defense_p60_perc,0.66,CGY,5on5,last 5 games,BOS@CGY,home
cum_dif_p60_perc,0.69,CGY,5on5,last 5 games,BOS@CGY,home
offense,23.5,CGY,5on5,last 5 games,BOS@CGY,home
defense,21.64,CGY,5on5,last 5 games,BOS@CGY,home
cum_dif,1.8599999999999994,CGY,5on5,last 5 games,BOS@CGY,home
Points,0.48,CGY,4on5,all,BOS@CGY,home
Goals For,0.58,CGY,4on5,all,BOS@CGY,home
Goal Differential,0.67,CGY,4on5,all,BOS@CGY,home
Shooting %,0.25,CGY,4on5,all,BOS@CGY,home
Save %,0.47,CGY,4on5,all,BOS@CGY,home
sv%,0.859,CGY,4on5,all,BOS@CGY,home
Blocked shot attempt %,0.69,CGY,4on5,all,BOS@CGY,home
Blocked shot attempt % against,0.34,CGY,4on5,all,BOS@CGY,home
Expected Goals For,0.72,CGY,4on5,all,BOS@CGY,home
XG Differential,0.84,CGY,4on5,all,BOS@CGY,home
Shot (FW) Volume,1.0,CGY,4on5,all,BOS@CGY,home
Shot (FW) Differential,1.0,CGY,4on5,all,BOS@CGY,home
Penalty Differential,0.19,CGY,4on5,all,BOS@CGY,home
offense_p60_perc,0.67,CGY,4on5,all,BOS@CGY,home
defense_p60_perc,0.75,CGY,4on5,all,BOS@CGY,home
cum_dif_p60_perc,0.77,CGY,4on5,all,BOS@CGY,home
offense,14.0,CGY,4on5,all,BOS@CGY,home
defense,70.37,CGY,4on5,all,BOS@CGY,home
cum_dif,-56.370000000000005,CGY,4on5,all,BOS@CGY,home
Points,0.39,CGY,4on5,last 20 games,BOS@CGY,home
Goals For,0.39,CGY,4on5,last 20 games,BOS@CGY,home
Goal Differential,0.28,CGY,4on5,last 20 games,BOS@CGY,home
Shooting %,0.22,CGY,4on5,last 20 games,BOS@CGY,home
Save %,0.12,CGY,4on5,last 20 games,BOS@CGY,home
sv%,0.827,CGY,4on5,last 20 games,BOS@CGY,home
Blocked shot attempt %,0.45,CGY,4on5,last 20 games,BOS@CGY,home
Blocked shot attempt % against,0.59,CGY,4on5,last 20 games,BOS@CGY,home
Expected Goals For,0.8,CGY,4on5,last 20 games,BOS@CGY,home
XG Differential,0.69,CGY,4on5,last 20 games,BOS@CGY,home
Shot (FW) Volume,1.0,CGY,4on5,last 20 games,BOS@CGY,home
Shot (FW) Differential,0.94,CGY,4on5,last 20 games,BOS@CGY,home
Penalty Differential,0.31,CGY,4on5,last 20 games,BOS@CGY,home
offense_p60_perc,0.64,CGY,4on5,last 20 games,BOS@CGY,home
defense_p60_perc,0.33,CGY,4on5,last 20 games,BOS@CGY,home
cum_dif_p60_perc,0.33,CGY,4on5,last 20 games,BOS@CGY,home
offense,3.52,CGY,4on5,last 20 games,BOS@CGY,home
defense,23.64,CGY,4on5,last 20 games,BOS@CGY,home
cum_dif,-20.12,CGY,4on5,last 20 games,BOS@CGY,home
Points,0.23,CGY,4on5,last 10 games,BOS@CGY,home
Goals For,0.64,CGY,4on5,last 10 games,BOS@CGY,home
Goal Differential,0.09,CGY,4on5,last 10 games,BOS@CGY,home
Shooting %,0.34,CGY,4on5,last 10 games,BOS@CGY,home
Save %,0.06,CGY,4on5,last 10 games,BOS@CGY,home
sv%,0.775,CGY,4on5,last 10 games,BOS@CGY,home
Blocked shot attempt %,0.55,CGY,4on5,last 10 games,BOS@CGY,home
Blocked shot attempt % against,0.19,CGY,4on5,last 10 games,BOS@CGY,home
Expected Goals For,0.88,CGY,4on5,last 10 games,BOS@CGY,home
XG Differential,0.38,CGY,4on5,last 10 games,BOS@CGY,home
Shot (FW) Volume,1.0,CGY,4on5,last 10 games,BOS@CGY,home
Shot (FW) Differential,0.94,CGY,4on5,last 10 games,BOS@CGY,home
Penalty Differential,0.44,CGY,4on5,last 10 games,BOS@CGY,home
offense_p60_perc,0.81,CGY,4on5,last 10 games,BOS@CGY,home
defense_p60_perc,0.06,CGY,4on5,last 10 games,BOS@CGY,home
cum_dif_p60_perc,0.12,CGY,4on5,last 10 games,BOS@CGY,home
offense,2.62,CGY,4on5,last 10 games,BOS@CGY,home
defense,15.2,CGY,4on5,last 10 games,BOS@CGY,home
cum_dif,-12.579999999999998,CGY,4on5,last 10 games,BOS@CGY,home
Points,0.45,CGY,4on5,last 5 games,BOS@CGY,home
Goals For,0.31,CGY,4on5,last 5 games,BOS@CGY,home
Goal Differential,0.06,CGY,4on5,last 5 games,BOS@CGY,home
Shooting %,0.31,CGY,4on5,last 5 games,BOS@CGY,home
Save %,0.06,CGY,4on5,last 5 games,BOS@CGY,home
sv%,0.636,CGY,4on5,last 5 games,BOS@CGY,home
Blocked shot attempt %,0.55,CGY,4on5,last 5 games,BOS@CGY,home
Blocked shot attempt % against,0.06,CGY,4on5,last 5 games,BOS@CGY,home
Expected Goals For,0.69,CGY,4on5,last 5 games,BOS@CGY,home
XG Differential,0.72,CGY,4on5,last 5 games,BOS@CGY,home
Shot (FW) Volume,0.97,CGY,4on5,last 5 games,BOS@CGY,home
Shot (FW) Differential,1.0,CGY,4on5,last 5 games,BOS@CGY,home
Penalty Differential,0.44,CGY,4on5,last 5 games,BOS@CGY,home
offense_p60_perc,0.5,CGY,4on5,last 5 games,BOS@CGY,home
defense_p60_perc,0.22,CGY,4on5,last 5 games,BOS@CGY,home
cum_dif_p60_perc,0.22,CGY,4on5,last 5 games,BOS@CGY,home
offense,0.48,CGY,4on5,last 5 games,BOS@CGY,home
defense,5.66,CGY,4on5,last 5 games,BOS@CGY,home
cum_dif,-5.18,CGY,4on5,last 5 games,BOS@CGY,home
Points,0.48,CGY,5on4,all,BOS@CGY,home
Goals For,0.5,CGY,5on4,all,BOS@CGY,home
Goal Differential,0.56,CGY,5on4,all,BOS@CGY,home
Shooting %,0.34,CGY,5on4,all,BOS@CGY,home
Save %,0.78,CGY,5on4,all,BOS@CGY,home
sv%,0.939,CGY,5on4,all,BOS@CGY,home
Blocked shot attempt %,0.19,CGY,5on4,all,BOS@CGY,home
Blocked shot attempt % against,1.0,CGY,5on4,all,BOS@CGY,home
Expected Goals For,0.28,CGY,5on4,all,BOS@CGY,home
XG Differential,0.44,CGY,5on4,all,BOS@CGY,home
Shot (FW) Volume,0.62,CGY,5on4,all,BOS@CGY,home
Shot (FW) Differential,0.72,CGY,5on4,all,BOS@CGY,home
Penalty Differential,0.19,CGY,5on4,all,BOS@CGY,home
offense_p60_perc,0.41,CGY,5on4,all,BOS@CGY,home
defense_p60_perc,0.91,CGY,5on4,all,BOS@CGY,home
cum_dif_p60_perc,0.56,CGY,5on4,all,BOS@CGY,home
offense,72.13,CGY,5on4,all,BOS@CGY,home
defense,6.970000000000001,CGY,5on4,all,BOS@CGY,home
cum_dif,65.16,CGY,5on4,all,BOS@CGY,home
Points,0.39,CGY,5on4,last 20 games,BOS@CGY,home
Goals For,0.81,CGY,5on4,last 20 games,BOS@CGY,home
Goal Differential,0.91,CGY,5on4,last 20 games,BOS@CGY,home
Shooting %,0.88,CGY,5on4,last 20 games,BOS@CGY,home
Save %,0.75,CGY,5on4,last 20 games,BOS@CGY,home
sv%,0.944,CGY,5on4,last 20 games,BOS@CGY,home
Blocked shot attempt %,0.16,CGY,5on4,last 20 games,BOS@CGY,home
Blocked shot attempt % against,0.97,CGY,5on4,last 20 games,BOS@CGY,home
Expected Goals For,0.88,CGY,5on4,last 20 games,BOS@CGY,home
XG Differential,0.81,CGY,5on4,last 20 games,BOS@CGY,home
Shot (FW) Volume,0.66,CGY,5on4,last 20 games,BOS@CGY,home
Shot (FW) Differential,0.7,CGY,5on4,last 20 games,BOS@CGY,home
Penalty Differential,0.28,CGY,5on4,last 20 games,BOS@CGY,home
offense_p60_perc,0.84,CGY,5on4,last 20 games,BOS@CGY,home
defense_p60_perc,0.78,CGY,5on4,last 20 games,BOS@CGY,home
cum_dif_p60_perc,0.88,CGY,5on4,last 20 games,BOS@CGY,home
offense,27.98,CGY,5on4,last 20 games,BOS@CGY,home
defense,2.5700000000000003,CGY,5on4,last 20 games,BOS@CGY,home
cum_dif,25.41,CGY,5on4,last 20 games,BOS@CGY,home
Points,0.23,CGY,5on4,last 10 games,BOS@CGY,home
Goals For,0.73,CGY,5on4,last 10 games,BOS@CGY,home
Goal Differential,0.81,CGY,5on4,last 10 games,BOS@CGY,home
Shooting %,0.75,CGY,5on4,last 10 games,BOS@CGY,home
Save %,0.8,CGY,5on4,last 10 games,BOS@CGY,home
sv%,1.0,CGY,5on4,last 10 games,BOS@CGY,home
Blocked shot attempt %,0.28,CGY,5on4,last 10 games,BOS@CGY,home
Blocked shot attempt % against,1.0,CGY,5on4,last 10 games,BOS@CGY,home
Expected Goals For,0.78,CGY,5on4,last 10 games,BOS@CGY,home
XG Differential,0.78,CGY,5on4,last 10 games,BOS@CGY,home
Shot (FW) Volume,0.53,CGY,5on4,last 10 games,BOS@CGY,home
Shot (FW) Differential,0.47,CGY,5on4,last 10 games,BOS@CGY,home
Penalty Differential,0.12,CGY,5on4,last 10 games,BOS@CGY,home
offense_p60_perc,0.78,CGY,5on4,last 10 games,BOS@CGY,home
defense_p60_perc,0.66,CGY,5on4,last 10 games,BOS@CGY,home
cum_dif_p60_perc,0.81,CGY,5on4,last 10 games,BOS@CGY,home
offense,16.25,CGY,5on4,last 10 games,BOS@CGY,home
defense,1.27,CGY,5on4,last 10 games,BOS@CGY,home
cum_dif,14.98,CGY,5on4,last 10 games,BOS@CGY,home
Points,0.45,CGY,5on4,last 5 games,BOS@CGY,home
Goals For,0.8,CGY,5on4,last 5 games,BOS@CGY,home
Goal Differential,0.84,CGY,5on4,last 5 games,BOS@CGY,home
Shooting %,0.81,CGY,5on4,last 5 games,BOS@CGY,home
Save %,0.72,CGY,5on4,last 5 games,BOS@CGY,home
sv%,1.0,CGY,5on4,last 5 games,BOS@CGY,home
Blocked shot attempt %,0.27,CGY,5on4,last 5 games,BOS@CGY,home
Blocked shot attempt % against,1.0,CGY,5on4,last 5 games,BOS@CGY,home
Expected Goals For,0.88,CGY,5on4,last 5 games,BOS@CGY,home
XG Differential,0.94,CGY,5on4,last 5 games,BOS@CGY,home
Shot (FW) Volume,0.59,CGY,5on4,last 5 games,BOS@CGY,home
Shot (FW) Differential,0.69,CGY,5on4,last 5 games,BOS@CGY,home
Penalty Differential,0.38,CGY,5on4,last 5 games,BOS@CGY,home
offense_p60_perc,0.84,CGY,5on4,last 5 games,BOS@CGY,home
defense_p60_perc,0.86,CGY,5on4,last 5 games,BOS@CGY,home
cum_dif_p60_perc,0.84,CGY,5on4,last 5 games,BOS@CGY,home
offense,10.59,CGY,5on4,last 5 games,BOS@CGY,home
defense,0.19,CGY,5on4,last 5 games,BOS@CGY,home
cum_dif,10.4,CGY,5on4,last 5 games,BOS@CGY,home
Points,0.08,CHI,all,all,CHI@ARI,away
Goals For,0.05,CHI,all,all,CHI@ARI,away
Goal Differential,0.09,CHI,all,all,CHI@ARI,away
Shooting %,0.22,CHI,all,all,CHI@ARI,away
Save %,0.33,CHI,all,all,CHI@ARI,away
sv%,0.895,CHI,all,all,CHI@ARI,away
Blocked shot attempt %,0.8,CHI,all,all,CHI@ARI,away
